Notes,State,State Code,Deaths,Population,Crude Rate
,Alabama,1,41,4467634,0.9
,Alaska,2,-1,633714,-1
,Arizona,4,16,5273477,-1
,Arkansas,5,19,2691571,-1
,California,6,97,34479458,0.3
,Colorado,8,10,4425687,-1
,Connecticut,9,-1,3432835,-1
,Delaware,10,-1,795699,-1
,District of Columbia,11,-1,574504,-1
,Florida,12,23,16356966,0.1
,Georgia,13,23,8377038,0.3
,Hawaii,15,-1,1225948,-1
,Idaho,16,-1,1319962,-1
,Illinois,17,20,12488445,0.2
,Indiana,18,21,6127760,0.3
,Iowa,19,-1,2931997,-1
,Kansas,20,11,2702162,-1
,Kentucky,21,45,4068132,1.1
,Louisiana,22,24,4477875,0.5
,Maine,23,-1,1285692,-1
,Maryland,24,10,5374691,-1
,Massachusetts,25,-1,6397634,-1
,Michigan,26,14,9991120,-1
,Minnesota,27,-1,4982796,-1
,Mississippi,28,22,2852994,0.8
,Missouri,29,26,5641142,0.5
,Montana,30,-1,906961,-1
,Nebraska,31,-1,1719836,-1
,Nevada,32,-1,2098399,-1
,New Hampshire,33,-1,1255517,-1
,New Jersey,34,11,8492671,-1
,New Mexico,35,-1,1831690,-1
,New York,36,21,19082838,0.1
,North Carolina,37,32,8210122,0.4
,North Dakota,38,-1,639062,-1
,Ohio,39,26,11387404,0.2
,Oklahoma,40,13,3467100,-1
,Oregon,41,18,3467937,-1
,Pennsylvania,42,23,12298970,0.2
,Rhode Island,44,-1,1057142,-1
,South Carolina,45,17,4064995,-1
,South Dakota,46,-1,757972,-1
,Tennessee,47,49,5750789,0.9
,Texas,48,58,21319622,0.3
,Utah,49,-1,2283715,-1
,Vermont,50,-1,612223,-1
,Virginia,51,13,7198362,-1
,Washington,53,-1,5985722,-1
,West Virginia,54,12,1801481,-1
,Wisconsin,55,15,5406835,-1
,Wyoming,56,-1,494657,-1
Total,,,802,284968955,0.3
---,,,,,
"Dataset: Multiple Cause of Death, 1999-2018",,,,,
Query Parameters:,,,,,
UCD - Injury Intent: Unintentional,,,,,
UCD - Injury Mechanism & All Other Leading Causes: Firearm,,,,,
Year/Month: 2001,,,,,
Group By: State,,,,,
Show Totals: True,,,,,
Show Zero Values: False,,,,,
Show -1: True,,,,,
"Calculate Rates Per: 100,000",,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,
---,,,,,
Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information.,,,,,
---,,,,,
"Query Date: May 23, 2020 3:15:14 PM",,,,,
---,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death",,,,,
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as",,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,
"at http://wonder.cdc.gov/mcd-icd10.html on May 23, 2020 3:15:14 PM",,,,,
---,,,,,
Caveats:,,,,,
"1. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other",,,,,
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in",,,,,
interpreting these data. More information: http://wonder.cdc.gov/wonder/help/mcd.html#California-Reporting-Anomalies.,,,,,
2. Data are -1 when the data meet the criteria for confidentiality constraints. More information:,,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality.,,,,,
3. Death rates are flagged as -1 when the rate is calculated with a numerator of 20 or less. More information:,,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#-1.,,,,,
"4. The population figures for year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018",,,,,
"postcensal series released by NCHS on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July",,,,,
"1 resident population, from the Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for",,,,,
"year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS",,,,,
"on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the",,,,,
"Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race",,,,,
"estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The",,,,,
"population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal",,,,,
"series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident",,,,,
"population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013. Population figures for 2011 are",,,,,
"bridged-race estimates of the July 1 resident population, from the county-level postcensal Vintage 2011 series released by NCHS",,,,,
"on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population figures for years 2001 - 2009, are",,,,,
"bridged-race estimates of the July 1 resident population, from the revised intercensal county-level 2000 - 2009 series released",,,,,
"by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the",,,,,
1990-1999 intercensal series of July 1 estimates. Population figures for Infant Age Groups are the number of live births.,,,,,
"<br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from previously published reports, due to",,,,,
use of the population estimates which were available at the time of release.,,,,,
5. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the,,,,,
resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group.,,,,,
