Notes,State,State Code,Deaths,Population,Crude Rate
,Alabama,1,28,4757938,0.6
,Alaska,2,-1,698895,-1
,Arizona,4,-1,6343154,-1
,Arkansas,5,14,2896843,-1
,California,6,31,36961229,0.1
,Colorado,8,-1,4972195,-1
,Connecticut,9,-1,3561807,-1
,Delaware,10,-1,891730,-1
,District of Columbia,11,-1,592228,-1
,Florida,12,23,18652644,0.1
,Georgia,13,27,9620846,0.3
,Hawaii,15,-1,1346717,-1
,Idaho,16,-1,1554439,-1
,Illinois,17,14,12796778,-1
,Indiana,18,22,6459325,0.3
,Iowa,19,-1,3032870,-1
,Kansas,20,-1,2832704,-1
,Kentucky,21,15,4317074,-1
,Louisiana,22,23,4491648,0.5
,Maine,23,-1,1329590,-1
,Maryland,24,-1,5730388,-1
,Massachusetts,25,-1,6517613,-1
,Michigan,26,12,9901591,-1
,Minnesota,27,-1,5281203,-1
,Mississippi,28,16,2958774,-1
,Missouri,29,20,5961088,0.3
,Montana,30,-1,983982,-1
,Nebraska,31,-1,1812683,-1
,Nevada,32,-1,2684665,-1
,New Hampshire,33,-1,1316102,-1
,New Jersey,34,-1,8755602,-1
,New Mexico,35,-1,2036802,-1
,New York,36,12,19307066,-1
,North Carolina,37,19,9449566,-1
,North Dakota,38,-1,664968,-1
,Ohio,39,19,11528896,-1
,Oklahoma,40,15,3717572,-1
,Oregon,41,-1,3808600,-1
,Pennsylvania,42,23,12666858,0.2
,Rhode Island,44,-1,1053646,-1
,South Carolina,45,17,4589872,-1
,South Dakota,46,-1,807067,-1
,Tennessee,47,29,6306019,0.5
,Texas,48,55,24801761,0.2
,Utah,49,-1,2723421,-1
,Vermont,50,-1,624817,-1
,Virginia,51,13,7925937,-1
,Washington,53,-1,6667426,-1
,West Virginia,54,16,1847775,-1
,Wisconsin,55,-1,5669264,-1
,Wyoming,56,-1,559851,-1
Total,,,554,306771529,0.2
---,,,,,
"Dataset: Multiple Cause of Death, 1999-2018",,,,,
Query Parameters:,,,,,
UCD - Injury Intent: Unintentional,,,,,
