Notes,State,State Code,Deaths,Population,Crude Rate
,Alabama,1,35,4779736,0.7
,Alaska,2,-1,710231,-1
,Arizona,4,12,6392017,-1
,Arkansas,5,14,2915918,-1
,California,6,24,37253956,0.1
,Colorado,8,-1,5029196,-1
,Connecticut,9,-1,3574097,-1
,Delaware,10,-1,897934,-1
,District of Columbia,11,-1,601723,-1
,Florida,12,15,18801310,-1
,Georgia,13,42,9687653,0.4
,Hawaii,15,-1,1360301,-1
,Idaho,16,-1,1567582,-1
,Illinois,17,22,12830632,0.2
,Indiana,18,18,6483802,-1
,Iowa,19,-1,3046355,-1
,Kansas,20,12,2853118,-1
,Kentucky,21,16,4339367,-1
,Louisiana,22,43,4533372,0.9
,Maine,23,-1,1328361,-1
,Maryland,24,-1,5773552,-1
,Massachusetts,25,-1,6547629,-1
,Michigan,26,16,9883640,-1
,Minnesota,27,-1,5303925,-1
,Mississippi,28,-1,2967297,-1
,Missouri,29,13,5988927,-1
,Montana,30,-1,989415,-1
,Nebraska,31,-1,1826341,-1
,Nevada,32,-1,2700551,-1
,New Hampshire,33,-1,1316470,-1
,New Jersey,34,-1,8791894,-1
,New Mexico,35,-1,2059179,-1
,New York,36,13,19378102,-1
,North Carolina,37,30,9535483,0.3
,North Dakota,38,-1,672591,-1
,Ohio,39,-1,11536504,-1
,Oklahoma,40,24,3751351,0.6
,Oregon,41,-1,3831074,-1
,Pennsylvania,42,32,12702379,0.3
,Rhode Island,44,-1,1052567,-1
,South Carolina,45,20,4625364,0.4
,South Dakota,46,-1,814180,-1
,Tennessee,47,32,6346105,0.5
,Texas,48,54,25145561,0.2
,Utah,49,-1,2763885,-1
,Vermont,50,-1,625741,-1
,Virginia,51,13,8001024,-1
,Washington,53,-1,6724540,-1
,West Virginia,54,10,1852994,-1
,Wisconsin,55,-1,5686986,-1
,Wyoming,56,-1,563626,-1
Total,,,606,308745538,0.2
---,,,,,
"Dataset: Multiple Cause of Death, 1999-2018",,,,,
Query Parameters:,,,,,
UCD - Injury Intent: Unintentional,,,,,
UCD - Injury Mechanism & All Other Leading Causes: Firearm,,,,,
Year/Month: 2010,,,,,
Group By: State,,,,,
Show Totals: True,,,,,
Show Zero Values: False,,,,,
Show -1: True,,,,,
"Calculate Rates Per: 100,000",,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,
---,,,,,
Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information.,,,,,
---,,,,,
"Query Date: May 23, 2020 12:15:43 AM",,,,,
---,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death",,,,,
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as",,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,
"at http://wonder.cdc.gov/mcd-icd10.html on May 23, 2020 12:15:43 AM",,,,,
---,,,,,
Caveats:,,,,,
1. Data are -1 when the data meet the criteria for confidentiality constraints. More information:,,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality.,,,,,
2. Death rates are flagged as -1 when the rate is calculated with a numerator of 20 or less. More information:,,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#-1.,,,,,
"3. The population figures for year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018",,,,,
"postcensal series released by NCHS on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July",,,,,
"1 resident population, from the Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for",,,,,
"year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS",,,,,
"on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the",,,,,
"Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race",,,,,
"estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The",,,,,
"population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal",,,,,
"series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident",,,,,
"population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013. Population figures for 2011 are",,,,,
"bridged-race estimates of the July 1 resident population, from the county-level postcensal Vintage 2011 series released by NCHS",,,,,
"on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population figures for years 2001 - 2009, are",,,,,
"bridged-race estimates of the July 1 resident population, from the revised intercensal county-level 2000 - 2009 series released",,,,,
"by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the",,,,,
1990-1999 intercensal series of July 1 estimates. Population figures for Infant Age Groups are the number of live births.,,,,,
"<br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from previously published reports, due to",,,,,
use of the population estimates which were available at the time of release.,,,,,
4. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the,,,,,
resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group.,,,,,
