Notes,State,State Code,Deaths,Population,Crude Rate
,Alabama,1,31,4530729,0.7
,Alaska,2,-1,659286,-1
,Arizona,4,14,5652404,-1
,Arkansas,5,16,2749686,-1
,California,6,50,35574576,0.1
,Colorado,8,-1,4575013,-1
,Connecticut,9,-1,3496094,-1
,Delaware,10,-1,830803,-1
,District of Columbia,11,-1,567754,-1
,Florida,12,21,17415318,0.1
,Georgia,13,24,8769252,0.3
,Hawaii,15,-1,1273569,-1
,Idaho,16,-1,1391802,-1
,Illinois,17,18,12589773,-1
,Indiana,18,14,6233007,-1
,Iowa,19,-1,2953635,-1
,Kansas,20,-1,2734373,-1
,Kentucky,21,16,4146101,-1
,Louisiana,22,41,4552238,0.9
,Maine,23,-1,1313688,-1
,Maryland,24,11,5546935,-1
,Massachusetts,25,-1,6412281,-1
,Michigan,26,14,10055315,-1
,Minnesota,27,-1,5087713,-1
,Mississippi,28,18,2889010,-1
,Missouri,29,16,5747741,-1
,Montana,30,-1,930009,-1
,Nebraska,31,-1,1749370,-1
,Nevada,32,-1,2346222,-1
,New Hampshire,33,-1,1290121,-1
,New Jersey,34,10,8634561,-1
,New Mexico,35,-1,1903808,-1
,New York,36,22,19171567,0.1
,North Carolina,37,23,8553152,0.3
,North Dakota,38,-1,644705,-1
,Ohio,39,20,11452251,0.2
,Oklahoma,40,10,3525233,-1
,Oregon,41,10,3569463,-1
,Pennsylvania,42,26,12410722,0.2
,Rhode Island,44,-1,1074579,-1
,South Carolina,45,17,4210921,-1
,South Dakota,46,-1,770396,-1
,Tennessee,47,38,5910809,0.6
,Texas,48,63,22394023,0.3
,Utah,49,-1,2401580,-1
,Vermont,50,-1,619920,-1
,Virginia,51,16,7475575,-1
,Washington,53,12,6178645,-1
,West Virginia,54,-1,1816438,-1
,Wisconsin,55,-1,5514026,-1
,Wyoming,56,-1,509106,-1
Total,,,649,292805298,0.2
---,,,,,
"Dataset: Multiple Cause of Death, 1999-2018",,,,,
Query Parameters:,,,,,
UCD - Injury Intent: Unintentional,,,,,
UCD - Injury Mechanism & All Other Leading Causes: Firearm,,,,,
Year/Month: 2004,,,,,
Group By: State,,,,,
Show Totals: True,,,,,
Show Zero Values: False,,,,,
Show -1: True,,,,,
"Calculate Rates Per: 100,000",,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,
---,,,,,
Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information.,,,,,
---,,,,,
"Query Date: May 23, 2020 12:13:24 AM",,,,,
---,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death",,,,,
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as",,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,
"at http://wonder.cdc.gov/mcd-icd10.html on May 23, 2020 12:13:24 AM",,,,,
---,,,,,
Caveats:,,,,,
1. Data are -1 when the data meet the criteria for confidentiality constraints. More information:,,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality.,,,,,
2. Death rates are flagged as -1 when the rate is calculated with a numerator of 20 or less. More information:,,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#-1.,,,,,
"3. The population figures for year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018",,,,,
"postcensal series released by NCHS on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July",,,,,
"1 resident population, from the Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for",,,,,
"year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS",,,,,
"on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the",,,,,
"Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race",,,,,
"estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The",,,,,
"population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal",,,,,
"series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident",,,,,
"population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013. Population figures for 2011 are",,,,,
"bridged-race estimates of the July 1 resident population, from the county-level postcensal Vintage 2011 series released by NCHS",,,,,
"on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population figures for years 2001 - 2009, are",,,,,
"bridged-race estimates of the July 1 resident population, from the revised intercensal county-level 2000 - 2009 series released",,,,,
"by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the",,,,,
1990-1999 intercensal series of July 1 estimates. Population figures for Infant Age Groups are the number of live births.,,,,,
"<br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from previously published reports, due to",,,,,
use of the population estimates which were available at the time of release.,,,,,
4. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the,,,,,
resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group.,,,,,
