Notes,State,State Code,Deaths,Population,Crude Rate
,Alabama,1,-1,4447100,-1
,Alaska,2,-1,626932,-1
,Arizona,4,-1,5130632,-1
,Arkansas,5,-1,2673400,-1
,California,6,62,33871648,0.2
,Colorado,8,-1,4301261,-1
,Connecticut,9,-1,3405565,-1
,Delaware,10,-1,783600,-1
,District of Columbia,11,-1,572059,-1
,Florida,12,15,15982378,-1
,Georgia,13,-1,8186453,-1
,Hawaii,15,-1,1211537,-1
,Idaho,16,-1,1293953,-1
,Illinois,17,-1,12419293,-1
,Indiana,18,-1,6080485,-1
,Iowa,19,-1,2926324,-1
,Kansas,20,-1,2688418,-1
,Kentucky,21,-1,4041769,-1
,Louisiana,22,-1,4468976,-1
,Maine,23,-1,1274923,-1
,Maryland,24,13,5296486,-1
,Massachusetts,25,-1,6349097,-1
,Michigan,26,14,9938444,-1
,Minnesota,27,-1,4919479,-1
,Mississippi,28,-1,2844658,-1
,Missouri,29,-1,5595211,-1
,Montana,30,-1,902195,-1
,Nebraska,31,-1,1711263,-1
,Nevada,32,-1,1998257,-1
,New Hampshire,33,-1,1235786,-1
,New Jersey,34,-1,8414350,-1
,New Mexico,35,-1,1819046,-1
,New York,36,12,18976457,-1
,North Carolina,37,-1,8049313,-1
,North Dakota,38,-1,642200,-1
,Ohio,39,-1,11353140,-1
,Oklahoma,40,10,3450654,-1
,Oregon,41,-1,3421399,-1
,Pennsylvania,42,12,12281054,-1
,Rhode Island,44,-1,1048319,-1
,South Carolina,45,-1,4012012,-1
,South Dakota,46,-1,754844,-1
,Tennessee,47,-1,5689283,-1
,Texas,48,23,20851820,0.1
,Utah,49,-1,2233169,-1
,Vermont,50,-1,608827,-1
,Virginia,51,-1,7078515,-1
,Washington,53,-1,5894121,-1
,West Virginia,54,-1,1808344,-1
,Wisconsin,55,-1,5363675,-1
,Wyoming,56,-1,493782,-1
Total,,,270,281421906,0.1
---,,,,,
"Dataset: Multiple Cause of Death, 1999-2018",,,,,
Query Parameters:,,,,,
UCD - Injury Intent: Legal Intervention / Operations of War,,,,,
UCD - Injury Mechanism & All Other Leading Causes: Firearm,,,,,
Year/Month: 2000,,,,,
Group By: State,,,,,
Show Totals: True,,,,,
Show Zero Values: False,,,,,
Show -1: True,,,,,
"Calculate Rates Per: 100,000",,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,
---,,,,,
Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information.,,,,,
---,,,,,
"Query Date: May 23, 2020 2:39:50 AM",,,,,
---,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death",,,,,
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as",,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,
"at http://wonder.cdc.gov/mcd-icd10.html on May 23, 2020 2:39:50 AM",,,,,
---,,,,,
Caveats:,,,,,
"1. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other",,,,,
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in",,,,,
interpreting these data. More information: http://wonder.cdc.gov/wonder/help/mcd.html#California-Reporting-Anomalies.,,,,,
2. Data are -1 when the data meet the criteria for confidentiality constraints. More information:,,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality.,,,,,
3. Death rates are flagged as -1 when the rate is calculated with a numerator of 20 or less. More information:,,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#-1.,,,,,
"4. The population figures for year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018",,,,,
"postcensal series released by NCHS on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July",,,,,
"1 resident population, from the Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for",,,,,
"year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS",,,,,
"on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the",,,,,
"Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race",,,,,
"estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The",,,,,
"population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal",,,,,
"series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident",,,,,
"population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013. Population figures for 2011 are",,,,,
"bridged-race estimates of the July 1 resident population, from the county-level postcensal Vintage 2011 series released by NCHS",,,,,
"on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population figures for years 2001 - 2009, are",,,,,
"bridged-race estimates of the July 1 resident population, from the revised intercensal county-level 2000 - 2009 series released",,,,,
"by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the",,,,,
1990-1999 intercensal series of July 1 estimates. Population figures for Infant Age Groups are the number of live births.,,,,,
"<br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from previously published reports, due to",,,,,
use of the population estimates which were available at the time of release.,,,,,
5. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the,,,,,
resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group.,,,,,
