Notes,State,State Code,Deaths,Population,Crude Rate
,Alabama,1,-1,4874747,-1
,Alaska,2,-1,739795,-1
,Arizona,4,10,7016270,-1
,Arkansas,5,-1,3004279,-1
,California,6,86,39536653,0.2
,Colorado,8,19,5607154,-1
,Connecticut,9,-1,3588184,-1
,Delaware,10,-1,961939,-1
,District of Columbia,11,-1,693972,-1
,Florida,12,18,20984400,-1
,Georgia,13,20,10429379,0.2
,Hawaii,15,-1,1427538,-1
,Idaho,16,-1,1716943,-1
,Illinois,17,10,12802023,-1
,Indiana,18,13,6666818,-1
,Iowa,19,-1,3145711,-1
,Kansas,20,-1,2913123,-1
,Kentucky,21,12,4454189,-1
,Louisiana,22,11,4684333,-1
,Maine,23,-1,1335907,-1
,Maryland,24,-1,6052177,-1
,Massachusetts,25,-1,6859819,-1
,Michigan,26,-1,9962311,-1
,Minnesota,27,-1,5576606,-1
,Mississippi,28,-1,2984100,-1
,Missouri,29,-1,6113532,-1
,Montana,30,-1,1050493,-1
,Nebraska,31,-1,1920076,-1
,Nevada,32,15,2998039,-1
,New Hampshire,33,-1,1342795,-1
,New Jersey,34,-1,9005644,-1
,New Mexico,35,18,2088070,-1
,New York,36,15,19849399,-1
,North Carolina,37,17,10273419,-1
,North Dakota,38,-1,755393,-1
,Ohio,39,21,11658609,0.2
,Oklahoma,40,-1,3930864,-1
,Oregon,41,11,4142776,-1
,Pennsylvania,42,21,12805537,0.2
,Rhode Island,44,-1,1059639,-1
,South Carolina,45,-1,5024369,-1
,South Dakota,46,-1,869666,-1
,Tennessee,47,17,6715984,-1
,Texas,48,37,28304596,0.1
,Utah,49,-1,3101833,-1
,Vermont,50,-1,623657,-1
,Virginia,51,13,8470020,-1
,Washington,53,31,7405743,0.4
,West Virginia,54,-1,1815857,-1
,Wisconsin,55,16,5795483,-1
,Wyoming,56,-1,579315,-1
Total,,,553,325719178,0.2
---,,,,,
"Dataset: Multiple Cause of Death, 1999-2018",,,,,
Query Parameters:,,,,,
UCD - Injury Intent: Legal Intervention / Operations of War,,,,,
UCD - Injury Mechanism & All Other Leading Causes: Firearm,,,,,
Year/Month: 2017,,,,,
Group By: State,,,,,
Show Totals: True,,,,,
Show Zero Values: False,,,,,
Show -1: True,,,,,
"Calculate Rates Per: 100,000",,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,
---,,,,,
Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information.,,,,,
---,,,,,
"Query Date: May 23, 2020 2:44:25 AM",,,,,
---,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death",,,,,
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as",,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,
"at http://wonder.cdc.gov/mcd-icd10.html on May 23, 2020 2:44:25 AM",,,,,
---,,,,,
Caveats:,,,,,
1. Data are -1 when the data meet the criteria for confidentiality constraints. More information:,,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality.,,,,,
2. Death rates are flagged as -1 when the rate is calculated with a numerator of 20 or less. More information:,,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#-1.,,,,,
"3. The population figures for year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018",,,,,
"postcensal series released by NCHS on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July",,,,,
"1 resident population, from the Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for",,,,,
"year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS",,,,,
"on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the",,,,,
"Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race",,,,,
"estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The",,,,,
"population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal",,,,,
"series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident",,,,,
"population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013. Population figures for 2011 are",,,,,
"bridged-race estimates of the July 1 resident population, from the county-level postcensal Vintage 2011 series released by NCHS",,,,,
"on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population figures for years 2001 - 2009, are",,,,,
"bridged-race estimates of the July 1 resident population, from the revised intercensal county-level 2000 - 2009 series released",,,,,
"by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the",,,,,
1990-1999 intercensal series of July 1 estimates. Population figures for Infant Age Groups are the number of live births.,,,,,
"<br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from previously published reports, due to",,,,,
use of the population estimates which were available at the time of release.,,,,,
4. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the,,,,,
resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group.,,,,,
