Notes,State,State Code,Deaths,Population,Crude Rate
,Alabama,1,381,4480089,8.5
,Alaska,2,92,642337,14.3
,Arizona,4,559,5396255,10.4
,Arkansas,5,257,2705927,9.5
,California,6,1490,34871843,4.3
,Colorado,8,380,4490406,8.5
,Connecticut,9,85,3458749,2.5
,Delaware,10,38,806169,4.7
,District of Columbia,11,13,573158,-1
,Florida,12,1205,16689370,7.2
,Georgia,13,614,8508256,7.2
,Hawaii,15,21,1239613,1.7
,Idaho,16,137,1340372,10.2
,Illinois,17,466,12525556,3.7
,Indiana,18,448,6155967,7.3
,Iowa,19,157,2934234,5.4
,Kansas,20,184,2713535,6.8
,Kentucky,21,364,4089875,8.9
,Louisiana,22,349,4497267,7.8
,Maine,23,79,1295960,6.1
,Maryland,24,233,5440389,4.3
,Massachusetts,25,99,6417206,1.5
,Michigan,26,578,10015710,5.8
,Minnesota,27,238,5018935,4.7
,Mississippi,28,254,2858681,8.9
,Missouri,29,423,5674825,7.5
,Montana,30,115,911667,12.6
,Nebraska,31,105,1728292,6.1
,Nevada,32,245,2173791,11.3
,New Hampshire,33,66,1269089,5.2
,New Jersey,34,176,8552643,2.1
,New Mexico,35,211,1855309,11.4
,New York,36,411,19137800,2.1
,North Carolina,37,630,8326201,7.6
,North Dakota,38,53,638168,8.3
,Ohio,39,675,11407889,5.9
,Oklahoma,40,312,3489080,8.9
,Oregon,41,291,3513424,8.3
,Pennsylvania,42,720,12331031,5.8
,Rhode Island,44,30,1065995,2.8
,South Carolina,45,304,4107795,7.4
,South Dakota,46,50,760020,6.6
,Tennessee,47,521,5795918,9
,Texas,48,1315,21690325,6.1
,Utah,49,174,2324815,7.5
,Vermont,50,54,615442,8.8
,Virginia,51,491,7286873,6.7
,Washington,53,437,6052349,7.2
,West Virginia,54,188,1805414,10.4
,Wisconsin,55,308,5445162,5.7
,Wyoming,56,82,500017,16.4
Total,,,17108,287625193,5.9
---,,,,,
"Dataset: Multiple Cause of Death, 1999-2018",,,,,
Query Parameters:,,,,,
UCD - Injury Intent: Suicide,,,,,
UCD - Injury Mechanism & All Other Leading Causes: Firearm,,,,,
Year/Month: 2002,,,,,
Group By: State,,,,,
Show Totals: True,,,,,
Show Zero Values: False,,,,,
Show -1: True,,,,,
"Calculate Rates Per: 100,000",,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,
---,,,,,
Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information.,,,,,
---,,,,,
"Query Date: May 23, 2020 12:36:36 AM",,,,,
---,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death",,,,,
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as",,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,
"at http://wonder.cdc.gov/mcd-icd10.html on May 23, 2020 12:36:36 AM",,,,,
---,,,,,
Caveats:,,,,,
1. Death rates are flagged as -1 when the rate is calculated with a numerator of 20 or less. More information:,,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#-1.,,,,,
"2. The population figures for year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018",,,,,
"postcensal series released by NCHS on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July",,,,,
"1 resident population, from the Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for",,,,,
"year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS",,,,,
"on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the",,,,,
"Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race",,,,,
"estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The",,,,,
"population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal",,,,,
"series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident",,,,,
"population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013. Population figures for 2011 are",,,,,
"bridged-race estimates of the July 1 resident population, from the county-level postcensal Vintage 2011 series released by NCHS",,,,,
"on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population figures for years 2001 - 2009, are",,,,,
"bridged-race estimates of the July 1 resident population, from the revised intercensal county-level 2000 - 2009 series released",,,,,
"by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the",,,,,
1990-1999 intercensal series of July 1 estimates. Population figures for Infant Age Groups are the number of live births.,,,,,
"<br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from previously published reports, due to",,,,,
use of the population estimates which were available at the time of release.,,,,,
3. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the,,,,,
resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group.,,,,,
