Notes,State,State Code,Deaths,Population,Crude Rate
,Alabama,1,435,4430141,9.8
,Alaska,2,55,624779,8.8
,Arizona,4,476,5023823,9.5
,Arkansas,5,234,2651860,8.8
,California,6,1532,33499204,4.6
,Colorado,8,309,4226018,7.3
,Connecticut,9,111,3386401,3.3
,Delaware,10,44,774990,5.7
,District of Columbia,11,13,570213,-1
,Florida,12,1136,15759421,7.2
,Georgia,13,628,8045965,7.8
,Hawaii,15,23,1210300,1.9
,Idaho,16,125,1275674,9.8
,Illinois,17,481,12359020,3.9
,Indiana,18,368,6044969,6.1
,Iowa,19,160,2917634,5.5
,Kansas,20,166,2678338,6.2
,Kentucky,21,334,4018053,8.3
,Louisiana,22,389,4460811,8.7
,Maine,23,91,1266808,7.2
,Maryland,24,241,5254509,4.6
,Massachusetts,25,118,6317345,1.9
,Michigan,26,542,9897116,5.5
,Minnesota,27,228,4873481,4.7
,Mississippi,28,244,2828408,8.6
,Missouri,29,426,5561948,7.7
,Montana,30,96,897507,10.7
,Nebraska,31,108,1704764,6.3
,Nevada,32,259,1934718,13.4
,New Hampshire,33,64,1222014,5.2
,New Jersey,34,195,8359592,2.3
,New Mexico,35,180,1808082,10
,New York,36,439,18882725,2.3
,North Carolina,37,567,7949361,7.1
,North Dakota,38,39,644259,6.1
,Ohio,39,626,11335454,5.5
,Oklahoma,40,317,3437147,9.2
,Oregon,41,309,3393941,9.1
,Pennsylvania,42,709,12263805,5.8
,Rhode Island,44,35,1040402,3.4
,South Carolina,45,287,3974682,7.2
,South Dakota,46,56,750412,7.5
,Tennessee,47,497,5638706,8.8
,Texas,48,1224,20558220,6
,Utah,49,153,2203482,6.9
,Vermont,50,46,604683,7.6
,Virginia,51,503,7000174,7.2
,Washington,53,450,5842564,7.7
,West Virginia,54,169,1811799,9.3
,Wisconsin,55,299,5332666,5.6
,Wyoming,56,63,491780,12.8
Total,,,16599,279040168,5.9
---,,,,,
"Dataset: Multiple Cause of Death, 1999-2018",,,,,
Query Parameters:,,,,,
UCD - Injury Intent: Suicide,,,,,
UCD - Injury Mechanism & All Other Leading Causes: Firearm,,,,,
Year/Month: 1999,,,,,
Group By: State,,,,,
Show Totals: True,,,,,
Show Zero Values: False,,,,,
Show -1: True,,,,,
"Calculate Rates Per: 100,000",,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,
---,,,,,
Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information.,,,,,
---,,,,,
"Query Date: May 23, 2020 12:29:21 AM",,,,,
---,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death",,,,,
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as",,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,
"at http://wonder.cdc.gov/mcd-icd10.html on May 23, 2020 12:29:21 AM",,,,,
---,,,,,
Caveats:,,,,,
1. Death rates are flagged as -1 when the rate is calculated with a numerator of 20 or less. More information:,,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#-1.,,,,,
"2. The population figures for year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018",,,,,
"postcensal series released by NCHS on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July",,,,,
"1 resident population, from the Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for",,,,,
"year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS",,,,,
"on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the",,,,,
"Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race",,,,,
"estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The",,,,,
"population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal",,,,,
"series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident",,,,,
"population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013. Population figures for 2011 are",,,,,
"bridged-race estimates of the July 1 resident population, from the county-level postcensal Vintage 2011 series released by NCHS",,,,,
"on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population figures for years 2001 - 2009, are",,,,,
"bridged-race estimates of the July 1 resident population, from the revised intercensal county-level 2000 - 2009 series released",,,,,
"by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the",,,,,
1990-1999 intercensal series of July 1 estimates. Population figures for Infant Age Groups are the number of live births.,,,,,
"<br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from previously published reports, due to",,,,,
use of the population estimates which were available at the time of release.,,,,,
3. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the,,,,,
resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group.,,,,,
