Notes,State,State Code,Deaths,Population,Crude Rate
,Alabama,1,427,4447100,9.6
,Alaska,2,96,626932,15.3
,Arizona,4,489,5130632,9.5
,Arkansas,5,244,2673400,9.1
,California,6,1487,33871648,4.4
,Colorado,8,350,4301261,8.1
,Connecticut,9,113,3405565,3.3
,Delaware,10,40,783600,5.1
,District of Columbia,11,-1,572059,-1
,Florida,12,1186,15982378,7.4
,Georgia,13,588,8186453,7.2
,Hawaii,15,37,1211537,3.1
,Idaho,16,107,1293953,8.3
,Illinois,17,431,12419293,3.5
,Indiana,18,411,6080485,6.8
,Iowa,19,157,2926324,5.4
,Kansas,20,186,2688418,6.9
,Kentucky,21,373,4041769,9.2
,Louisiana,22,326,4468976,7.3
,Maine,23,98,1274923,7.7
,Maryland,24,245,5296486,4.6
,Massachusetts,25,105,6349097,1.7
,Michigan,26,531,9938444,5.3
,Minnesota,27,223,4919479,4.5
,Mississippi,28,220,2844658,7.7
,Missouri,29,434,5595211,7.8
,Montana,30,107,902195,11.9
,Nebraska,31,115,1711263,6.7
,Nevada,32,241,1998257,12.1
,New Hampshire,33,67,1235786,5.4
,New Jersey,34,154,8414350,1.8
,New Mexico,35,175,1819046,9.6
,New York,36,450,18976457,2.4
,North Carolina,37,621,8049313,7.7
,North Dakota,38,35,642200,5.5
,Ohio,39,584,11353140,5.1
,Oklahoma,40,301,3450654,8.7
,Oregon,41,302,3421399,8.8
,Pennsylvania,42,756,12281054,6.2
,Rhode Island,44,27,1048319,2.6
,South Carolina,45,297,4012012,7.4
,South Dakota,46,51,754844,6.8
,Tennessee,47,501,5689283,8.8
,Texas,48,1269,20851820,6.1
,Utah,49,174,2233169,7.8
,Vermont,50,47,608827,7.7
,Virginia,51,484,7078515,6.8
,Washington,53,390,5894121,6.6
,West Virginia,54,173,1808344,9.6
,Wisconsin,55,304,5363675,5.7
,Wyoming,56,50,493782,10.1
---,,,,,
"Dataset: Multiple Cause of Death, 1999-2018",,,,,
Query Parameters:,,,,,
UCD - Injury Intent: Suicide,,,,,
UCD - Injury Mechanism & All Other Leading Causes: Firearm,,,,,
Year/Month: 2000,,,,,
Group By: State,,,,,
Show Totals: Disabled,,,,,
Show Zero Values: False,,,,,
Show -1: True,,,,,
"Calculate Rates Per: 100,000",,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,
---,,,,,
Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information.,,,,,
---,,,,,
"Query Date: May 23, 2020 12:33:04 AM",,,,,
---,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death",,,,,
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as",,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,
"at http://wonder.cdc.gov/mcd-icd10.html on May 23, 2020 12:33:04 AM",,,,,
---,,,,,
Messages:,,,,,
1. Totals are not available for these results due to suppression constraints. More Information:,,,,,
http://wonder.cdc.gov/wonder/help/faq.html#Privacy.,,,,,
---,,,,,
Caveats:,,,,,
"1. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other",,,,,
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in",,,,,
interpreting these data. More information: http://wonder.cdc.gov/wonder/help/mcd.html#California-Reporting-Anomalies.,,,,,
2. Data are -1 when the data meet the criteria for confidentiality constraints. More information:,,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality.,,,,,
"3. The population figures for year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018",,,,,
"postcensal series released by NCHS on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July",,,,,
"1 resident population, from the Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for",,,,,
"year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS",,,,,
"on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the",,,,,
"Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race",,,,,
"estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The",,,,,
"population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal",,,,,
"series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident",,,,,
"population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013. Population figures for 2011 are",,,,,
"bridged-race estimates of the July 1 resident population, from the county-level postcensal Vintage 2011 series released by NCHS",,,,,
"on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population figures for years 2001 - 2009, are",,,,,
"bridged-race estimates of the July 1 resident population, from the revised intercensal county-level 2000 - 2009 series released",,,,,
"by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the",,,,,
1990-1999 intercensal series of July 1 estimates. Population figures for Infant Age Groups are the number of live births.,,,,,
"<br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from previously published reports, due to",,,,,
use of the population estimates which were available at the time of release.,,,,,
4. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the,,,,,
resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group.,,,,,
