Notes,State,State Code,Deaths,Population,Crude Rate
,Alabama,1,369,4569805,8.1
,Alaska,2,87,666946,13
,Arizona,4,514,5839077,8.8
,Arkansas,5,262,2781097,9.4
,California,6,1329,35827943,3.7
,Colorado,8,396,4631888,8.5
,Connecticut,9,112,3506956,3.2
,Delaware,10,42,845150,5
,District of Columbia,11,10,567136,-1
,Florida,12,1163,17842038,6.5
,Georgia,13,590,8925922,6.6
,Hawaii,15,22,1292729,1.7
,Idaho,16,160,1428241,11.2
,Illinois,17,424,12609903,3.4
,Indiana,18,416,6278616,6.6
,Iowa,19,170,2964454,5.7
,Kansas,20,188,2745299,6.8
,Kentucky,21,373,4182742,8.9
,Louisiana,22,348,4576628,7.6
,Maine,23,100,1318787,7.6
,Maryland,24,220,5592379,3.9
,Massachusetts,25,111,6403290,1.7
,Michigan,26,554,10051137,5.5
,Minnesota,27,255,5119598,5
,Mississippi,28,251,2905943,8.6
,Missouri,29,427,5790300,7.4
,Montana,30,135,940102,14.4
,Nebraska,31,100,1761497,5.7
,Nevada,32,262,2432143,10.8
,New Hampshire,33,79,1298492,6.1
,New Jersey,34,136,8651974,1.6
,New Mexico,35,178,1932274,9.2
,New York,36,456,19132610,2.4
,North Carolina,37,632,8705407,7.3
,North Dakota,38,56,646089,8.7
,Ohio,39,668,11463320,5.8
,Oklahoma,40,302,3548597,8.5
,Oregon,41,319,3613202,8.8
,Pennsylvania,42,768,12449990,6.2
,Rhode Island,44,19,1067916,-1
,South Carolina,45,314,4270150,7.4
,South Dakota,46,71,775493,9.2
,Tennessee,47,552,5991057,9.2
,Texas,48,1381,22778123,6.1
,Utah,49,190,2457719,7.7
,Vermont,50,36,621215,5.8
,Virginia,51,511,7577105,6.7
,Washington,53,398,6257305,6.4
,West Virginia,54,188,1820492,10.3
,Wisconsin,55,302,5546166,5.4
,Wyoming,56,56,514157,10.9
Total,,,17002,295516599,5.8
---,,,,,
"Dataset: Multiple Cause of Death, 1999-2018",,,,,
Query Parameters:,,,,,
UCD - Injury Intent: Suicide,,,,,
UCD - Injury Mechanism & All Other Leading Causes: Firearm,,,,,
Year/Month: 2005,,,,,
Group By: State,,,,,
Show Totals: True,,,,,
Show Zero Values: False,,,,,
Show -1: True,,,,,
"Calculate Rates Per: 100,000",,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,
---,,,,,
Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information.,,,,,
---,,,,,
"Query Date: May 23, 2020 12:37:50 AM",,,,,
---,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death",,,,,
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as",,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,
"at http://wonder.cdc.gov/mcd-icd10.html on May 23, 2020 12:37:50 AM",,,,,
---,,,,,
Caveats:,,,,,
1. Death rates are flagged as -1 when the rate is calculated with a numerator of 20 or less. More information:,,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#-1.,,,,,
"2. The population figures for year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018",,,,,
"postcensal series released by NCHS on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July",,,,,
"1 resident population, from the Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for",,,,,
"year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS",,,,,
"on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the",,,,,
"Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race",,,,,
"estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The",,,,,
"population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal",,,,,
"series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident",,,,,
"population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013. Population figures for 2011 are",,,,,
"bridged-race estimates of the July 1 resident population, from the county-level postcensal Vintage 2011 series released by NCHS",,,,,
"on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population figures for years 2001 - 2009, are",,,,,
"bridged-race estimates of the July 1 resident population, from the revised intercensal county-level 2000 - 2009 series released",,,,,
"by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the",,,,,
1990-1999 intercensal series of July 1 estimates. Population figures for Infant Age Groups are the number of live births.,,,,,
"<br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from previously published reports, due to",,,,,
use of the population estimates which were available at the time of release.,,,,,
3. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the,,,,,
resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group.,,,,,
