Notes,State,State Code,Deaths,Population,Crude Rate
,Alabama,1,396,4672840,8.5
,Alaska,2,94,680300,13.8
,Arizona,4,552,6167681,8.9
,Arkansas,5,244,2848650,8.6
,California,6,1422,36250311,3.9
,Colorado,8,396,4803868,8.2
,Connecticut,9,78,3527270,2.2
,Delaware,10,46,871749,5.3
,District of Columbia,11,10,574404,-1
,Florida,12,1284,18367842,7
,Georgia,13,641,9349988,6.9
,Hawaii,15,27,1315675,2.1
,Idaho,16,147,1505105,9.8
,Illinois,17,423,12695866,3.3
,Indiana,18,392,6379599,6.1
,Iowa,19,133,2999212,4.4
,Kansas,20,213,2783785,7.7
,Kentucky,21,422,4256672,9.9
,Louisiana,22,335,4375581,7.7
,Maine,23,90,1327040,6.8
,Maryland,24,233,5653408,4.1
,Massachusetts,25,114,6431559,1.8
,Michigan,26,558,10001284,5.6
,Minnesota,27,265,5207203,5.1
,Mississippi,28,279,2928350,9.5
,Missouri,29,452,5887612,7.7
,Montana,30,120,964706,12.4
,Nebraska,31,89,1783440,5
,Nevada,32,270,2601072,10.4
,New Hampshire,33,71,1312540,5.4
,New Jersey,34,165,8677885,1.9
,New Mexico,35,189,1990070,9.5
,New York,36,441,19132335,2.3
,North Carolina,37,607,9118037,6.7
,North Dakota,38,49,652822,7.5
,Ohio,39,659,11500468,5.7
,Oklahoma,40,315,3634349,8.7
,Oregon,41,327,3722417,8.8
,Pennsylvania,42,719,12563937,5.7
,Rhode Island,44,24,1057315,2.3
,South Carolina,45,311,4444110,7
,South Dakota,46,44,791623,5.6
,Tennessee,47,545,6175727,8.8
,Texas,48,1411,23831983,5.9
,Utah,49,197,2597746,7.6
,Vermont,50,43,623481,6.9
,Virginia,51,487,7751000,6.3
,Washington,53,413,6461587,6.4
,West Virginia,54,205,1834052,11.2
,Wisconsin,55,338,5610775,6
,Wyoming,56,67,534876,12.5
Total,,,17352,301231207,5.8
---,,,,,
"Dataset: Multiple Cause of Death, 1999-2018",,,,,
Query Parameters:,,,,,
UCD - Injury Intent: Suicide,,,,,
UCD - Injury Mechanism & All Other Leading Causes: Firearm,,,,,
Year/Month: 2007,,,,,
Group By: State,,,,,
Show Totals: True,,,,,
Show Zero Values: False,,,,,
Show -1: True,,,,,
"Calculate Rates Per: 100,000",,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,
---,,,,,
Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information.,,,,,
---,,,,,
"Query Date: May 23, 2020 12:41:17 AM",,,,,
---,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death",,,,,
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as",,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,
"at http://wonder.cdc.gov/mcd-icd10.html on May 23, 2020 12:41:17 AM",,,,,
---,,,,,
Caveats:,,,,,
1. Death rates are flagged as -1 when the rate is calculated with a numerator of 20 or less. More information:,,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#-1.,,,,,
"2. The population figures for year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018",,,,,
"postcensal series released by NCHS on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July",,,,,
"1 resident population, from the Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for",,,,,
"year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS",,,,,
"on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the",,,,,
"Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race",,,,,
"estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The",,,,,
"population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal",,,,,
"series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident",,,,,
"population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013. Population figures for 2011 are",,,,,
"bridged-race estimates of the July 1 resident population, from the county-level postcensal Vintage 2011 series released by NCHS",,,,,
"on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population figures for years 2001 - 2009, are",,,,,
"bridged-race estimates of the July 1 resident population, from the revised intercensal county-level 2000 - 2009 series released",,,,,
"by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the",,,,,
1990-1999 intercensal series of July 1 estimates. Population figures for Infant Age Groups are the number of live births.,,,,,
"<br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from previously published reports, due to",,,,,
use of the population estimates which were available at the time of release.,,,,,
3. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the,,,,,
resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group.,,,,,
