Notes,State,State Code,Deaths,Population,Crude Rate
,Alabama,1,479,4757938,10.1
,Alaska,2,79,698895,11.3
,Arizona,4,605,6343154,9.5
,Arkansas,5,285,2896843,9.8
,California,6,1519,36961229,4.1
,Colorado,8,454,4972195,9.1
,Connecticut,9,93,3561807,2.6
,Delaware,10,38,891730,4.3
,District of Columbia,11,-1,592228,-1
,Florida,12,1472,18652644,7.9
,Georgia,13,743,9620846,7.7
,Hawaii,15,36,1346717,2.7
,Idaho,16,176,1554439,11.3
,Illinois,17,402,12796778,3.1
,Indiana,18,458,6459325,7.1
,Iowa,19,160,3032870,5.3
,Kansas,20,200,2832704,7.1
,Kentucky,21,403,4317074,9.3
,Louisiana,22,328,4491648,7.3
,Maine,23,106,1329590,8
,Maryland,24,252,5730388,4.4
,Massachusetts,25,89,6517613,1.4
,Michigan,26,575,9901591,5.8
,Minnesota,27,281,5281203,5.3
,Mississippi,28,269,2958774,9.1
,Missouri,29,471,5961088,7.9
,Montana,30,136,983982,13.8
,Nebraska,31,93,1812683,5.1
,Nevada,32,295,2684665,11
,New Hampshire,33,82,1316102,6.2
,New Jersey,34,173,8755602,2
,New Mexico,35,192,2036802,9.4
,New York,36,422,19307066,2.2
,North Carolina,37,678,9449566,7.2
,North Dakota,38,50,664968,7.5
,Ohio,39,590,11528896,5.1
,Oklahoma,40,363,3717572,9.8
,Oregon,41,345,3808600,9.1
,Pennsylvania,42,825,12666858,6.5
,Rhode Island,44,40,1053646,3.8
,South Carolina,45,377,4589872,8.2
,South Dakota,46,61,807067,7.6
,Tennessee,47,574,6306019,9.1
,Texas,48,1583,24801761,6.4
,Utah,49,217,2723421,8
,Vermont,50,59,624817,9.4
,Virginia,51,527,7925937,6.6
,Washington,53,470,6667426,7
,West Virginia,54,178,1847775,9.6
,Wisconsin,55,345,5669264,6.1
,Wyoming,56,82,559851,14.6
---,,,,,
"Dataset: Multiple Cause of Death, 1999-2018",,,,,
Query Parameters:,,,,,
UCD - Injury Intent: Suicide,,,,,
UCD - Injury Mechanism & All Other Leading Causes: Firearm,,,,,
Year/Month: 2009,,,,,
Group By: State,,,,,
Show Totals: Disabled,,,,,
Show Zero Values: False,,,,,
Show -1: True,,,,,
"Calculate Rates Per: 100,000",,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,
---,,,,,
Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information.,,,,,
---,,,,,
"Query Date: May 23, 2020 12:42:31 AM",,,,,
---,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death",,,,,
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as",,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,
"at http://wonder.cdc.gov/mcd-icd10.html on May 23, 2020 12:42:31 AM",,,,,
---,,,,,
Messages:,,,,,
1. Totals are not available for these results due to suppression constraints. More Information:,,,,,
http://wonder.cdc.gov/wonder/help/faq.html#Privacy.,,,,,
---,,,,,
Caveats:,,,,,
1. Circumstances in Georgia for the years 2008 and 2009 have resulted in unusually high death counts for the ICD-10 cause of,,,,,
"death code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data.",,,,,
More information: http://wonder.cdc.gov/wonder/help/mcd.html#Georgia-Reporting-Anomalies.,,,,,
2. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death code,,,,,
"R99, ""Other ill-defined and unspecified causes of mortality"" and therefore unusually low death counts in other ICD-10 codes,",,,,,
