Notes,State,State Code,Deaths,Population,Crude Rate
,Alabama,1,500,4822023,10.4
,Alaska,2,98,731449,13.4
,Arizona,4,663,6553255,10.1
,Arkansas,5,307,2949131,10.4
,California,6,1549,38041430,4.1
,Colorado,8,533,5187582,10.3
,Connecticut,9,111,3590347,3.1
,Delaware,10,46,917092,5
,District of Columbia,11,10,632323,-1
,Florida,12,1550,19317568,8
,Georgia,13,750,9919945,7.6
,Hawaii,15,43,1392313,3.1
,Idaho,16,176,1595728,11
,Illinois,17,490,12875255,3.8
,Indiana,18,513,6537334,7.8
,Iowa,19,175,3074186,5.7
,Kansas,20,297,2885905,10.3
,Kentucky,21,469,4380415,10.7
,Louisiana,22,375,4601893,8.1
,Maine,23,112,1329192,8.4
,Maryland,24,272,5884563,4.6
,Massachusetts,25,151,6646144,2.3
,Michigan,26,623,9883360,6.3
,Minnesota,27,310,5379139,5.8
,Mississippi,28,296,2984926,9.9
,Missouri,29,546,6021988,9.1
,Montana,30,153,1005141,15.2
,Nebraska,31,115,1855525,6.2
,Nevada,32,274,2758931,9.9
,New Hampshire,33,98,1320718,7.4
,New Jersey,34,160,8864590,1.8
,New Mexico,35,230,2085538,11
,New York,36,516,19570261,2.6
,North Carolina,37,709,9752073,7.3
,North Dakota,38,63,699628,9
,Ohio,39,784,11544225,6.8
,Oklahoma,40,411,3814820,10.8
,Oregon,41,367,3899353,9.4
,Pennsylvania,42,819,12763536,6.4
,Rhode Island,44,26,1050292,2.5
,South Carolina,45,433,4723723,9.2
,South Dakota,46,76,833354,9.1
,Tennessee,47,626,6456243,9.7
,Texas,48,1744,26059203,6.7
,Utah,49,283,2855287,9.9
,Vermont,50,50,626011,8
,Virginia,51,587,8185867,7.2
,Washington,53,529,6897012,7.7
,West Virginia,54,198,1855413,10.7
,Wisconsin,55,348,5726398,6.1
,Wyoming,56,102,576412,17.7
Total,,,20666,313914040,6.6
---,,,,,
"Dataset: Multiple Cause of Death, 1999-2018",,,,,
Query Parameters:,,,,,
UCD - Injury Intent: Suicide,,,,,
UCD - Injury Mechanism & All Other Leading Causes: Firearm,,,,,
Year/Month: 2012,,,,,
Group By: State,,,,,
Show Totals: True,,,,,
Show Zero Values: False,,,,,
Show -1: True,,,,,
"Calculate Rates Per: 100,000",,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,
---,,,,,
Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information.,,,,,
---,,,,,
"Query Date: May 23, 2020 12:43:56 AM",,,,,
---,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death",,,,,
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as",,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,
"at http://wonder.cdc.gov/mcd-icd10.html on May 23, 2020 12:43:56 AM",,,,,
---,,,,,
Caveats:,,,,,
1. Death rates are flagged as -1 when the rate is calculated with a numerator of 20 or less. More information:,,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#-1.,,,,,
"2. The population figures for year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018",,,,,
"postcensal series released by NCHS on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July",,,,,
"1 resident population, from the Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for",,,,,
"year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS",,,,,
"on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the",,,,,
"Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race",,,,,
"estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The",,,,,
"population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal",,,,,
"series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident",,,,,
"population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013. Population figures for 2011 are",,,,,
"bridged-race estimates of the July 1 resident population, from the county-level postcensal Vintage 2011 series released by NCHS",,,,,
"on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population figures for years 2001 - 2009, are",,,,,
"bridged-race estimates of the July 1 resident population, from the revised intercensal county-level 2000 - 2009 series released",,,,,
"by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the",,,,,
1990-1999 intercensal series of July 1 estimates. Population figures for Infant Age Groups are the number of live births.,,,,,
"<br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from previously published reports, due to",,,,,
use of the population estimates which were available at the time of release.,,,,,
3. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the,,,,,
resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group.,,,,,
