Notes,State,State Code,Deaths,Population,Crude Rate
,Alabama,1,399,4503491,8.9
,Alaska,2,79,648414,12.2
,Arizona,4,486,5510364,8.8
,Arkansas,5,258,2724816,9.5
,California,6,1505,35253159,4.3
,Colorado,8,363,4528732,8
,Connecticut,9,89,3484336,2.6
,Delaware,10,42,818003,5.1
,District of Columbia,11,10,568502,-1
,Florida,12,1242,17004085,7.3
,Georgia,13,656,8622793,7.6
,Hawaii,15,24,1251154,1.9
,Idaho,16,137,1363380,10
,Illinois,17,404,12556006,3.2
,Indiana,18,418,6196638,6.7
,Iowa,19,178,2941999,6.1
,Kansas,20,211,2723004,7.7
,Kentucky,21,400,4117170,9.7
,Louisiana,22,316,4521042,7
,Maine,23,71,1306513,5.4
,Maryland,24,239,5496269,4.3
,Massachusetts,25,122,6422565,1.9
,Michigan,26,523,10041152,5.2
,Minnesota,27,244,5053572,4.8
,Mississippi,28,247,2868312,8.6
,Missouri,29,411,5709403,7.2
,Montana,30,120,919630,13
,Nebraska,31,91,1738643,5.2
,Nevada,32,247,2248850,11
,New Hampshire,33,75,1279840,5.9
,New Jersey,34,183,8601402,2.1
,New Mexico,35,211,1877574,11.2
,New York,36,412,19175939,2.1
,North Carolina,37,619,8422501,7.3
,North Dakota,38,41,638817,6.4
,Ohio,39,572,11434788,5
,Oklahoma,40,281,3504892,8
,Oregon,41,331,3547376,9.3
,Pennsylvania,42,724,12374658,5.9
,Rhode Island,44,12,1071342,-1
,South Carolina,45,328,4150297,7.9
,South Dakota,46,60,763729,7.9
,Tennessee,47,493,5847812,8.4
,Texas,48,1350,22030931,6.1
,Utah,49,181,2360137,7.7
,Vermont,50,38,617858,6.2
,Virginia,51,452,7366977,6.1
,Washington,53,436,6104115,7.1
,West Virginia,54,191,1812295,10.5
,Wisconsin,55,310,5479203,5.7
,Wyoming,56,75,503453,14.9
Total,,,16907,290107933,5.8
---,,,,,
"Dataset: Multiple Cause of Death, 1999-2018",,,,,
Query Parameters:,,,,,
UCD - Injury Intent: Suicide,,,,,
UCD - Injury Mechanism & All Other Leading Causes: Firearm,,,,,
Year/Month: 2003,,,,,
Group By: State,,,,,
Show Totals: True,,,,,
Show Zero Values: False,,,,,
Show -1: True,,,,,
"Calculate Rates Per: 100,000",,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,
---,,,,,
Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information.,,,,,
---,,,,,
"Query Date: May 23, 2020 12:36:56 AM",,,,,
---,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death",,,,,
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as",,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,
"at http://wonder.cdc.gov/mcd-icd10.html on May 23, 2020 12:36:56 AM",,,,,
---,,,,,
Caveats:,,,,,
1. Death rates are flagged as -1 when the rate is calculated with a numerator of 20 or less. More information:,,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#-1.,,,,,
"2. The population figures for year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018",,,,,
"postcensal series released by NCHS on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July",,,,,
"1 resident population, from the Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for",,,,,
"year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS",,,,,
"on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the",,,,,
"Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race",,,,,
"estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The",,,,,
"population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal",,,,,
"series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident",,,,,
"population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013. Population figures for 2011 are",,,,,
"bridged-race estimates of the July 1 resident population, from the county-level postcensal Vintage 2011 series released by NCHS",,,,,
"on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population figures for years 2001 - 2009, are",,,,,
"bridged-race estimates of the July 1 resident population, from the revised intercensal county-level 2000 - 2009 series released",,,,,
"by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the",,,,,
1990-1999 intercensal series of July 1 estimates. Population figures for Infant Age Groups are the number of live births.,,,,,
"<br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from previously published reports, due to",,,,,
use of the population estimates which were available at the time of release.,,,,,
3. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the,,,,,
resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group.,,,,,
