Notes,State,State Code,Deaths,Population,Crude Rate
,Alabama,1,400,4628981,8.6
,Alaska,2,79,675302,11.7
,Arizona,4,563,6029141,9.3
,Arkansas,5,247,2821761,8.8
,California,6,1319,36021202,3.7
,Colorado,8,371,4720423,7.9
,Connecticut,9,79,3517460,2.2
,Delaware,10,42,859268,4.9
,District of Columbia,11,10,570681,-1
,Florida,12,1227,18166990,6.8
,Georgia,13,600,9155813,6.6
,Hawaii,15,21,1309731,1.6
,Idaho,16,145,1468669,9.9
,Illinois,17,372,12643955,2.9
,Indiana,18,442,6332669,7
,Iowa,19,149,2982644,5
,Kansas,20,211,2762931,7.6
,Kentucky,21,383,4219239,9.1
,Louisiana,22,331,4302665,7.7
,Maine,23,87,1323619,6.6
,Maryland,24,238,5627367,4.2
,Massachusetts,25,101,6410084,1.6
,Michigan,26,598,10036081,6
,Minnesota,27,243,5163555,4.7
,Mississippi,28,219,2904978,7.5
,Missouri,29,444,5842704,7.6
,Montana,30,102,952692,10.7
,Nebraska,31,105,1772693,5.9
,Nevada,32,255,2522658,10.1
,New Hampshire,33,69,1308389,5.3
,New Jersey,34,173,8661679,2
,New Mexico,35,193,1962137,9.8
,New York,36,412,19104631,2.2
,North Carolina,37,660,8917270,7.4
,North Dakota,38,41,649422,6.3
,Ohio,39,626,11481213,5.5
,Oklahoma,40,314,3594090,8.7
,Oregon,41,307,3670883,8.4
,Pennsylvania,42,734,12510809,5.9
,Rhode Island,44,27,1063096,2.5
,South Carolina,45,315,4357847,7.2
,South Dakota,46,71,783033,9.1
,Tennessee,47,569,6088766,9.3
,Texas,48,1311,23359580,5.6
,Utah,49,189,2525507,7.5
,Vermont,50,43,622892,6.9
,Virginia,51,499,7673725,6.5
,Washington,53,397,6370753,6.2
,West Virginia,54,179,1827912,9.8
,Wisconsin,55,299,5577655,5.4
,Wyoming,56,72,522667,13.8
Total,,,16883,298379912,5.7
---,,,,,
"Dataset: Multiple Cause of Death, 1999-2018",,,,,
Query Parameters:,,,,,
UCD - Injury Intent: Suicide,,,,,
UCD - Injury Mechanism & All Other Leading Causes: Firearm,,,,,
Year/Month: 2006,,,,,
Group By: State,,,,,
Show Totals: True,,,,,
Show Zero Values: False,,,,,
Show -1: True,,,,,
"Calculate Rates Per: 100,000",,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,
---,,,,,
Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information.,,,,,
---,,,,,
"Query Date: May 23, 2020 12:40:56 AM",,,,,
---,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death",,,,,
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as",,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,
"at http://wonder.cdc.gov/mcd-icd10.html on May 23, 2020 12:40:56 AM",,,,,
---,,,,,
Caveats:,,,,,
1. Death rates are flagged as -1 when the rate is calculated with a numerator of 20 or less. More information:,,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#-1.,,,,,
"2. The population figures for year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018",,,,,
"postcensal series released by NCHS on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July",,,,,
"1 resident population, from the Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for",,,,,
"year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS",,,,,
"on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the",,,,,
"Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race",,,,,
"estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The",,,,,
"population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal",,,,,
"series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident",,,,,
"population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013. Population figures for 2011 are",,,,,
"bridged-race estimates of the July 1 resident population, from the county-level postcensal Vintage 2011 series released by NCHS",,,,,
"on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population figures for years 2001 - 2009, are",,,,,
"bridged-race estimates of the July 1 resident population, from the revised intercensal county-level 2000 - 2009 series released",,,,,
"by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the",,,,,
1990-1999 intercensal series of July 1 estimates. Population figures for Infant Age Groups are the number of live births.,,,,,
"<br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from previously published reports, due to",,,,,
use of the population estimates which were available at the time of release.,,,,,
3. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the,,,,,
resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group.,,,,,
