Notes,State,State Code,Deaths,Population,Crude Rate
,Alabama,1,550,4863300,11.3
,Alaska,2,113,741894,15.2
,Arizona,4,755,6931071,10.9
,Arkansas,5,331,2988248,11.1
,California,6,1595,39250017,4.1
,Colorado,8,613,5540545,11.1
,Connecticut,9,110,3576452,3.1
,Delaware,10,65,952065,6.8
,District of Columbia,11,-1,681170,-1
,Florida,12,1672,20612439,8.1
,Georgia,13,871,10310371,8.4
,Hawaii,15,37,1428557,2.6
,Idaho,16,215,1683140,12.8
,Illinois,17,506,12801539,4
,Indiana,18,591,6633053,8.9
,Iowa,19,228,3134693,7.3
,Kansas,20,257,2907289,8.8
,Kentucky,21,495,4436974,11.2
,Louisiana,22,440,4681666,9.4
,Maine,23,112,1331479,8.4
,Maryland,24,251,6016447,4.2
,Massachusetts,25,140,6811779,2.1
,Michigan,26,717,9928300,7.2
,Minnesota,27,332,5519952,6
,Mississippi,28,268,2988726,9
,Missouri,29,650,6093000,10.7
,Montana,30,162,1042520,15.5
,Nebraska,31,116,1907116,6.1
,Nevada,32,334,2940058,11.4
,New Hampshire,33,123,1334795,9.2
,New Jersey,34,176,8944469,2
,New Mexico,35,243,2081015,11.7
,New York,36,490,19745289,2.5
,North Carolina,37,788,10146788,7.8
,North Dakota,38,75,757952,9.9
,Ohio,39,926,11614373,8
,Oklahoma,40,517,3923561,13.2
,Oregon,41,414,4093465,10.1
,Pennsylvania,42,976,12784227,7.6
,Rhode Island,44,35,1056426,3.3
,South Carolina,45,525,4961119,10.6
,South Dakota,46,84,865454,9.7
,Tennessee,47,675,6651194,10.1
,Texas,48,2016,27862596,7.2
,Utah,49,309,3051217,10.1
,Vermont,50,69,624594,11
,Virginia,51,671,8411808,8
,Washington,53,515,7288000,7.1
,West Virginia,54,238,1831102,13
,Wisconsin,55,455,5778708,7.9
,Wyoming,56,87,585501,14.9
---,,,,,
"Dataset: Multiple Cause of Death, 1999-2018",,,,,
Query Parameters:,,,,,
UCD - Injury Intent: Suicide,,,,,
UCD - Injury Mechanism & All Other Leading Causes: Firearm,,,,,
Year/Month: 2016,,,,,
Group By: State,,,,,
Show Totals: Disabled,,,,,
Show Zero Values: False,,,,,
Show -1: True,,,,,
"Calculate Rates Per: 100,000",,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,
---,,,,,
Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information.,,,,,
---,,,,,
"Query Date: May 23, 2020 12:45:12 AM",,,,,
---,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death",,,,,
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as",,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,
"at http://wonder.cdc.gov/mcd-icd10.html on May 23, 2020 12:45:12 AM",,,,,
---,,,,,
Messages:,,,,,
1. Totals are not available for these results due to suppression constraints. More Information:,,,,,
http://wonder.cdc.gov/wonder/help/faq.html#Privacy.,,,,,
---,,,,,
Caveats:,,,,,
1. Data are -1 when the data meet the criteria for confidentiality constraints. More information:,,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality.,,,,,
"2. The population figures for year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018",,,,,
"postcensal series released by NCHS on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July",,,,,
"1 resident population, from the Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for",,,,,
"year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS",,,,,
"on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the",,,,,
"Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race",,,,,
"estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The",,,,,
"population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal",,,,,
"series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident",,,,,
"population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013. Population figures for 2011 are",,,,,
"bridged-race estimates of the July 1 resident population, from the county-level postcensal Vintage 2011 series released by NCHS",,,,,
"on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population figures for years 2001 - 2009, are",,,,,
"bridged-race estimates of the July 1 resident population, from the revised intercensal county-level 2000 - 2009 series released",,,,,
"by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the",,,,,
1990-1999 intercensal series of July 1 estimates. Population figures for Infant Age Groups are the number of live births.,,,,,
"<br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from previously published reports, due to",,,,,
use of the population estimates which were available at the time of release.,,,,,
3. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the,,,,,
resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group.,,,,,
