Notes,State,State Code,Deaths,Population,Crude Rate
,Alabama,1,387,4467634,8.7
,Alaska,2,65,633714,10.3
,Arizona,4,468,5273477,8.9
,Arkansas,5,274,2691571,10.2
,California,6,1450,34479458,4.2
,Colorado,8,390,4425687,8.8
,Connecticut,9,115,3432835,3.4
,Delaware,10,53,795699,6.7
,District of Columbia,11,21,574504,3.7
,Florida,12,1197,16356966,7.3
,Georgia,13,626,8377038,7.5
,Hawaii,15,31,1225948,2.5
,Idaho,16,136,1319962,10.3
,Illinois,17,505,12488445,4
,Indiana,18,411,6127760,6.7
,Iowa,19,157,2931997,5.4
,Kansas,20,160,2702162,5.9
,Kentucky,21,331,4068132,8.1
,Louisiana,22,352,4477875,7.9
,Maine,23,86,1285692,6.7
,Maryland,24,220,5374691,4.1
,Massachusetts,25,107,6397634,1.7
,Michigan,26,542,9991120,5.4
,Minnesota,27,242,4982796,4.9
,Mississippi,28,239,2852994,8.4
,Missouri,29,427,5641142,7.6
,Montana,30,133,906961,14.7
,Nebraska,31,107,1719836,6.2
,Nevada,32,219,2098399,10.4
,New Hampshire,33,79,1255517,6.3
,New Jersey,34,167,8492671,2
,New Mexico,35,188,1831690,10.3
,New York,36,453,19082838,2.4
,North Carolina,37,632,8210122,7.7
,North Dakota,38,41,639062,6.4
,Ohio,39,671,11387404,5.9
,Oklahoma,40,332,3467100,9.6
,Oregon,41,280,3467937,8.1
,Pennsylvania,42,684,12298970,5.6
,Rhode Island,44,25,1057142,2.4
,South Carolina,45,311,4064995,7.7
,South Dakota,46,43,757972,5.7
,Tennessee,47,480,5750789,8.3
,Texas,48,1377,21319622,6.5
,Utah,49,182,2283715,8
,Vermont,50,42,612223,6.9
,Virginia,51,467,7198362,6.5
,Washington,53,391,5985722,6.5
,West Virginia,54,195,1801481,10.8
,Wisconsin,55,317,5406835,5.9
,Wyoming,56,61,494657,12.3
Total,,,16869,284968955,5.9
---,,,,,
"Dataset: Multiple Cause of Death, 1999-2018",,,,,
Query Parameters:,,,,,
UCD - Injury Intent: Suicide,,,,,
UCD - Injury Mechanism & All Other Leading Causes: Firearm,,,,,
Year/Month: 2001,,,,,
Group By: State,,,,,
Show Totals: True,,,,,
Show Zero Values: False,,,,,
Show -1: True,,,,,
"Calculate Rates Per: 100,000",,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,
---,,,,,
Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information.,,,,,
---,,,,,
"Query Date: May 23, 2020 12:33:25 AM",,,,,
---,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death",,,,,
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as",,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,
"at http://wonder.cdc.gov/mcd-icd10.html on May 23, 2020 12:33:25 AM",,,,,
---,,,,,
Caveats:,,,,,
"1. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other",,,,,
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in",,,,,
interpreting these data. More information: http://wonder.cdc.gov/wonder/help/mcd.html#California-Reporting-Anomalies.,,,,,
"2. The population figures for year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018",,,,,
"postcensal series released by NCHS on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July",,,,,
"1 resident population, from the Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for",,,,,
"year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS",,,,,
"on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the",,,,,
"Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race",,,,,
"estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The",,,,,
"population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal",,,,,
"series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident",,,,,
"population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013. Population figures for 2011 are",,,,,
"bridged-race estimates of the July 1 resident population, from the county-level postcensal Vintage 2011 series released by NCHS",,,,,
"on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population figures for years 2001 - 2009, are",,,,,
"bridged-race estimates of the July 1 resident population, from the revised intercensal county-level 2000 - 2009 series released",,,,,
"by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the",,,,,
1990-1999 intercensal series of July 1 estimates. Population figures for Infant Age Groups are the number of live births.,,,,,
"<br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from previously published reports, due to",,,,,
use of the population estimates which were available at the time of release.,,,,,
3. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the,,,,,
resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group.,,,,,
