Notes,State,State Code,Deaths,Population,Crude Rate
,Alabama,1,-1,4430141,-1
,Alaska,2,-1,624779,-1
,Arizona,4,-1,5023823,-1
,Arkansas,5,-1,2651860,-1
,California,6,31,33499204,0.1
,Colorado,8,-1,4226018,-1
,Connecticut,9,-1,3386401,-1
,Delaware,10,-1,774990,-1
,District of Columbia,11,-1,570213,-1
,Florida,12,14,15759421,-1
,Georgia,13,15,8045965,-1
,Hawaii,15,-1,1210300,-1
,Idaho,16,-1,1275674,-1
,Illinois,17,12,12359020,-1
,Indiana,18,10,6044969,-1
,Iowa,19,-1,2917634,-1
,Kansas,20,-1,2678338,-1
,Kentucky,21,12,4018053,-1
,Louisiana,22,15,4460811,-1
,Maine,23,-1,1266808,-1
,Maryland,24,-1,5254509,-1
,Massachusetts,25,-1,6317345,-1
,Michigan,26,-1,9897116,-1
,Minnesota,27,-1,4873481,-1
,Mississippi,28,10,2828408,-1
,Missouri,29,11,5561948,-1
,Montana,30,-1,897507,-1
,Nebraska,31,-1,1704764,-1
,Nevada,32,-1,1934718,-1
,New Hampshire,33,-1,1222014,-1
,New Jersey,34,-1,8359592,-1
,New Mexico,35,-1,1808082,-1
,New York,36,-1,18882725,-1
,North Carolina,37,-1,7949361,-1
,North Dakota,38,-1,644259,-1
,Ohio,39,11,11335454,-1
,Oklahoma,40,-1,3437147,-1
,Oregon,41,-1,3393941,-1
,Pennsylvania,42,10,12263805,-1
,Rhode Island,44,-1,1040402,-1
,South Carolina,45,-1,3974682,-1
,South Dakota,46,-1,750412,-1
,Tennessee,47,13,5638706,-1
,Texas,48,23,20558220,0.1
,Utah,49,-1,2203482,-1
,Vermont,50,-1,604683,-1
,Virginia,51,-1,7000174,-1
,Washington,53,-1,5842564,-1
,West Virginia,54,-1,1811799,-1
,Wisconsin,55,-1,5332666,-1
,Wyoming,56,-1,491780,-1
Total,,,324,279040168,0.1
---,,,,,
"Dataset: Multiple Cause of Death, 1999-2018",,,,,
Query Parameters:,,,,,
UCD - Injury Intent: Undetermined,,,,,
UCD - Injury Mechanism & All Other Leading Causes: Firearm,,,,,
Year/Month: 1999,,,,,
Group By: State,,,,,
Show Totals: True,,,,,
Show Zero Values: False,,,,,
Show -1: True,,,,,
"Calculate Rates Per: 100,000",,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,
---,,,,,
Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information.,,,,,
---,,,,,
"Query Date: May 23, 2020 2:29:18 AM",,,,,
---,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death",,,,,
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as",,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,
"at http://wonder.cdc.gov/mcd-icd10.html on May 23, 2020 2:29:18 AM",,,,,
---,,,,,
Caveats:,,,,,
1. Data are -1 when the data meet the criteria for confidentiality constraints. More information:,,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality.,,,,,
2. Death rates are flagged as -1 when the rate is calculated with a numerator of 20 or less. More information:,,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#-1.,,,,,
"3. The population figures for year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018",,,,,
"postcensal series released by NCHS on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July",,,,,
"1 resident population, from the Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for",,,,,
"year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS",,,,,
"on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the",,,,,
"Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race",,,,,
"estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The",,,,,
"population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal",,,,,
"series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident",,,,,
"population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013. Population figures for 2011 are",,,,,
"bridged-race estimates of the July 1 resident population, from the county-level postcensal Vintage 2011 series released by NCHS",,,,,
"on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population figures for years 2001 - 2009, are",,,,,
"bridged-race estimates of the July 1 resident population, from the revised intercensal county-level 2000 - 2009 series released",,,,,
"by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the",,,,,
1990-1999 intercensal series of July 1 estimates. Population figures for Infant Age Groups are the number of live births.,,,,,
"<br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from previously published reports, due to",,,,,
use of the population estimates which were available at the time of release.,,,,,
4. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the,,,,,
resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group.,,,,,
