Notes,State,State Code,Deaths,Population,Crude Rate
,Alabama,1,-1,4757938,-1
,Alaska,2,-1,698895,-1
,Arizona,4,-1,6343154,-1
,Arkansas,5,-1,2896843,-1
,California,6,17,36961229,-1
,Colorado,8,-1,4972195,-1
,Connecticut,9,-1,3561807,-1
,Delaware,10,-1,891730,-1
,District of Columbia,11,-1,592228,-1
,Florida,12,-1,18652644,-1
,Georgia,13,11,9620846,-1
,Hawaii,15,-1,1346717,-1
,Idaho,16,-1,1554439,-1
,Illinois,17,-1,12796778,-1
,Indiana,18,-1,6459325,-1
,Iowa,19,-1,3032870,-1
,Kansas,20,-1,2832704,-1
,Kentucky,21,-1,4317074,-1
,Louisiana,22,-1,4491648,-1
,Maine,23,-1,1329590,-1
,Maryland,24,-1,5730388,-1
,Massachusetts,25,-1,6517613,-1
,Michigan,26,-1,9901591,-1
,Minnesota,27,-1,5281203,-1
,Mississippi,28,-1,2958774,-1
,Missouri,29,-1,5961088,-1
,Montana,30,-1,983982,-1
,Nebraska,31,-1,1812683,-1
,Nevada,32,-1,2684665,-1
,New Hampshire,33,-1,1316102,-1
,New Jersey,34,-1,8755602,-1
,New Mexico,35,-1,2036802,-1
,New York,36,-1,19307066,-1
,North Carolina,37,-1,9449566,-1
,North Dakota,38,-1,664968,-1
,Ohio,39,-1,11528896,-1
,Oklahoma,40,-1,3717572,-1
,Oregon,41,-1,3808600,-1
,Pennsylvania,42,-1,12666858,-1
,Rhode Island,44,-1,1053646,-1
,South Carolina,45,-1,4589872,-1
,South Dakota,46,-1,807067,-1
,Tennessee,47,15,6306019,-1
,Texas,48,24,24801761,0.1
,Utah,49,-1,2723421,-1
,Vermont,50,-1,624817,-1
,Virginia,51,-1,7925937,-1
,Washington,53,-1,6667426,-1
,West Virginia,54,-1,1847775,-1
,Wisconsin,55,-1,5669264,-1
,Wyoming,56,-1,559851,-1
Total,,,232,306771529,0.1
---,,,,,
"Dataset: Multiple Cause of Death, 1999-2018",,,,,
Query Parameters:,,,,,
UCD - Injury Intent: Undetermined,,,,,
UCD - Injury Mechanism & All Other Leading Causes: Firearm,,,,,
Year/Month: 2009,,,,,
Group By: State,,,,,
Show Totals: True,,,,,
Show Zero Values: False,,,,,
Show -1: True,,,,,
"Calculate Rates Per: 100,000",,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,
---,,,,,
Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information.,,,,,
---,,,,,
"Query Date: May 23, 2020 2:35:11 AM",,,,,
---,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death",,,,,
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as",,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,
"at http://wonder.cdc.gov/mcd-icd10.html on May 23, 2020 2:35:11 AM",,,,,
---,,,,,
Caveats:,,,,,
