Notes,State,State Code,Deaths,Population,Crude Rate
,Alabama,1,292,4849377,6
,Alaska,2,21,736732,2.9
,Arizona,4,212,6731484,3.1
,Arkansas,5,161,2966369,5.4
,California,6,1233,38802500,3.2
,Colorado,8,102,5355866,1.9
,Connecticut,9,58,3596677,1.6
,Delaware,10,38,935614,4.1
,District of Columbia,11,67,658893,10.2
,Florida,12,818,19893297,4.1
,Georgia,13,506,10097343,5
,Hawaii,15,-1,1419561,-1
,Idaho,16,21,1634464,1.3
,Illinois,17,614,12880580,4.8
,Indiana,18,259,6596855,3.9
,Iowa,19,36,3107126,1.2
,Kansas,20,73,2904021,2.5
,Kentucky,21,138,4413457,3.1
,Louisiana,22,421,4649676,9.1
,Maine,23,10,1330089,-1
,Maryland,24,249,5976407,4.2
,Massachusetts,25,90,6745408,1.3
,Michigan,26,411,9909877,4.1
,Minnesota,27,59,5457173,1.1
,Mississippi,28,259,2994079,8.7
,Missouri,29,327,6063589,5.4
,Montana,30,14,1023579,-1
,Nebraska,31,39,1881503,2.1
,Nevada,32,106,2839099,3.7
,New Hampshire,33,-1,1326813,-1
,New Jersey,34,265,8938175,3
,New Mexico,35,76,2085572,3.6
,New York,36,372,19746227,1.9
,North Carolina,37,391,9943964,3.9
,North Dakota,38,-1,739482,-1
,Ohio,39,422,11594163,3.6
,Oklahoma,40,157,3878051,4
,Oregon,41,53,3970239,1.3
,Pennsylvania,42,466,12787209,3.6
,Rhode Island,44,13,1055173,-1
,South Carolina,45,266,4832482,5.5
,South Dakota,46,-1,853175,-1
,Tennessee,47,315,6549352,4.8
,Texas,48,965,26956958,3.6
,Utah,49,36,2942902,1.2
,Vermont,50,-1,626562,-1
,Virginia,51,235,8326289,2.8
,Washington,53,120,7061530,1.7
,West Virginia,54,58,1850326,3.1
,Wisconsin,55,121,5757564,2.1
,Wyoming,56,-1,584153,-1
Total,,,11008,318857056,3.5
---,,,,,
"Dataset: Multiple Cause of Death, 1999-2018",,,,,
Query Parameters:,,,,,
UCD - Injury Intent: Homicide,,,,,
UCD - Injury Mechanism & All Other Leading Causes: Firearm,,,,,
Year/Month: 2014,,,,,
Group By: State,,,,,
Show Totals: True,,,,,
Show Zero Values: False,,,,,
Show -1: True,,,,,
"Calculate Rates Per: 100,000",,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,
---,,,,,
Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information.,,,,,
---,,,,,
"Query Date: May 23, 2020 2:27:38 AM",,,,,
---,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death",,,,,
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as",,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,
"at http://wonder.cdc.gov/mcd-icd10.html on May 23, 2020 2:27:38 AM",,,,,
---,,,,,
Caveats:,,,,,
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:",,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#2014-Revision.,,,,,
2. Data are -1 when the data meet the criteria for confidentiality constraints. More information:,,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality.,,,,,
3. Death rates are flagged as -1 when the rate is calculated with a numerator of 20 or less. More information:,,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#-1.,,,,,
"4. The population figures for year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018",,,,,
"postcensal series released by NCHS on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July",,,,,
"1 resident population, from the Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for",,,,,
"year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS",,,,,
"on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the",,,,,
"Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race",,,,,
"estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The",,,,,
"population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal",,,,,
"series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident",,,,,
"population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013. Population figures for 2011 are",,,,,
"bridged-race estimates of the July 1 resident population, from the county-level postcensal Vintage 2011 series released by NCHS",,,,,
"on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population figures for years 2001 - 2009, are",,,,,
"bridged-race estimates of the July 1 resident population, from the revised intercensal county-level 2000 - 2009 series released",,,,,
"by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the",,,,,
1990-1999 intercensal series of July 1 estimates. Population figures for Infant Age Groups are the number of live births.,,,,,
"<br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from previously published reports, due to",,,,,
use of the population estimates which were available at the time of release.,,,,,
5. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the,,,,,
resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group.,,,,,
