Notes,State,State Code,Deaths,Population,Crude Rate
,Alabama,1,391,4858979,8
,Alaska,2,42,738432,5.7
,Arizona,4,236,6828065,3.5
,Arkansas,5,155,2978204,5.2
,California,6,1396,39144818,3.6
,Colorado,8,137,5456574,2.5
,Connecticut,9,80,3590886,2.2
,Delaware,10,53,945934,5.6
,District of Columbia,11,105,672228,15.6
,Florida,12,880,20271272,4.3
,Georgia,13,584,10214860,5.7
,Hawaii,15,-1,1431603,-1
,Idaho,16,22,1654930,1.3
,Illinois,17,692,12859995,5.4
,Indiana,18,294,6619680,4.4
,Iowa,19,47,3123899,1.5
,Kansas,20,95,2911641,3.3
,Kentucky,21,174,4425092,3.9
,Louisiana,22,456,4670724,9.8
,Maine,23,14,1329328,-1
,Maryland,24,445,6006401,7.4
,Massachusetts,25,86,6794422,1.3
,Michigan,26,436,9922576,4.4
,Minnesota,27,92,5489594,1.7
,Mississippi,28,264,2992333,8.8
,Missouri,29,459,6083672,7.5
,Montana,30,20,1032949,1.9
,Nebraska,31,50,1896190,2.6
,Nevada,32,128,2890845,4.4
,New Hampshire,33,12,1330608,-1
,New Jersey,34,273,8958013,3
,New Mexico,35,91,2085109,4.4
,New York,36,408,19795791,2.1
,North Carolina,37,438,10042802,4.4
,North Dakota,38,11,756927,-1
,Ohio,39,484,11613423,4.2
,Oklahoma,40,221,3911338,5.7
,Oregon,41,94,4028977,2.3
,Pennsylvania,42,522,12802503,4.1
,Rhode Island,44,10,1056298,-1
,South Carolina,45,360,4896146,7.4
,South Dakota,46,15,858469,-1
,Tennessee,47,363,6600299,5.5
,Texas,48,1110,27469114,4
,Utah,49,41,2995919,1.4
,Vermont,50,11,626042,-1
,Virginia,51,276,8382993,3.3
,Washington,53,162,7170351,2.3
,West Virginia,54,50,1844128,2.7
,Wisconsin,55,175,5771337,3
,Wyoming,56,13,586107,-1
---,,,,,
"Dataset: Multiple Cause of Death, 1999-2018",,,,,
Query Parameters:,,,,,
UCD - Injury Intent: Homicide,,,,,
UCD - Injury Mechanism & All Other Leading Causes: Firearm,,,,,
Year/Month: 2015,,,,,
Group By: State,,,,,
Show Totals: Disabled,,,,,
Show Zero Values: False,,,,,
Show -1: True,,,,,
"Calculate Rates Per: 100,000",,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,
---,,,,,
Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information.,,,,,
---,,,,,
"Query Date: May 23, 2020 2:27:55 AM",,,,,
---,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death",,,,,
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as",,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,
"at http://wonder.cdc.gov/mcd-icd10.html on May 23, 2020 2:27:55 AM",,,,,
---,,,,,
Messages:,,,,,
1. Totals are not available for these results due to suppression constraints. More Information:,,,,,
http://wonder.cdc.gov/wonder/help/faq.html#Privacy.,,,,,
---,,,,,
Caveats:,,,,,
1. Data are -1 when the data meet the criteria for confidentiality constraints. More information:,,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality.,,,,,
2. Death rates are flagged as -1 when the rate is calculated with a numerator of 20 or less. More information:,,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#-1.,,,,,
"3. The population figures for year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018",,,,,
"postcensal series released by NCHS on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July",,,,,
"1 resident population, from the Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for",,,,,
"year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS",,,,,
"on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the",,,,,
"Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race",,,,,
"estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The",,,,,
"population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal",,,,,
"series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident",,,,,
"population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013. Population figures for 2011 are",,,,,
"bridged-race estimates of the July 1 resident population, from the county-level postcensal Vintage 2011 series released by NCHS",,,,,
"on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population figures for years 2001 - 2009, are",,,,,
"bridged-race estimates of the July 1 resident population, from the revised intercensal county-level 2000 - 2009 series released",,,,,
"by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the",,,,,
1990-1999 intercensal series of July 1 estimates. Population figures for Infant Age Groups are the number of live births.,,,,,
"<br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from previously published reports, due to",,,,,
use of the population estimates which were available at the time of release.,,,,,
4. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the,,,,,
resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group.,,,,,
