Notes,State,State Code,Deaths,Population,Crude Rate
,Alabama,1,292,4480089,6.5
,Alaska,2,26,642337,4
,Arizona,4,355,5396255,6.6
,Arkansas,5,146,2705927,5.4
,California,6,1810,34871843,5.2
,Colorado,8,116,4490406,2.6
,Connecticut,9,57,3458749,1.6
,Delaware,10,28,806169,3.5
,District of Columbia,11,176,573158,30.7
,Florida,12,635,16689370,3.8
,Georgia,13,477,8508256,5.6
,Hawaii,15,15,1239613,-1
,Idaho,16,15,1340372,-1
,Illinois,17,728,12525556,5.8
,Indiana,18,242,6155967,3.9
,Iowa,19,30,2934234,1
,Kansas,20,74,2713535,2.7
,Kentucky,21,127,4089875,3.1
,Louisiana,22,467,4497267,10.4
,Maine,23,-1,1295960,-1
,Maryland,24,365,5440389,6.7
,Massachusetts,25,94,6417206,1.5
,Michigan,26,489,10015710,4.9
,Minnesota,27,55,5018935,1.1
,Mississippi,28,208,2858681,7.3
,Missouri,29,253,5674825,4.5
,Montana,30,-1,911667,-1
,Nebraska,31,27,1728292,1.6
,Nevada,32,114,2173791,5.2
,New Hampshire,33,-1,1269089,-1
,New Jersey,34,208,8552643,2.4
,New Mexico,35,81,1855309,4.4
,New York,36,550,19137800,2.9
,North Carolina,37,467,8326201,5.6
,North Dakota,38,-1,638168,-1
,Ohio,39,353,11407889,3.1
,Oklahoma,40,113,3489080,3.2
,Oregon,41,64,3513424,1.8
,Pennsylvania,42,456,12331031,3.7
,Rhode Island,44,25,1065995,2.3
,South Carolina,45,227,4107795,5.5
,South Dakota,46,-1,760020,-1
,Tennessee,47,323,5795918,5.6
,Texas,48,889,21690325,4.1
,Utah,49,27,2324815,1.2
,Vermont,50,-1,615442,-1
,Virginia,51,286,7286873,3.9
,Washington,53,110,6052349,1.8
,West Virginia,54,66,1805414,3.7
,Wisconsin,55,122,5445162,2.2
,Wyoming,56,-1,500017,-1
Total,,,11829,287625193,4.1
---,,,,,
"Dataset: Multiple Cause of Death, 1999-2018",,,,,
Query Parameters:,,,,,
UCD - Injury Intent: Homicide,,,,,
UCD - Injury Mechanism & All Other Leading Causes: Firearm,,,,,
Year/Month: 2002,,,,,
Group By: State,,,,,
Show Totals: True,,,,,
Show Zero Values: False,,,,,
Show -1: True,,,,,
"Calculate Rates Per: 100,000",,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,
---,,,,,
Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information.,,,,,
---,,,,,
"Query Date: May 23, 2020 2:22:54 AM",,,,,
---,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death",,,,,
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as",,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,
"at http://wonder.cdc.gov/mcd-icd10.html on May 23, 2020 2:22:54 AM",,,,,
---,,,,,
Caveats:,,,,,
1. Data are -1 when the data meet the criteria for confidentiality constraints. More information:,,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality.,,,,,
2. Death rates are flagged as -1 when the rate is calculated with a numerator of 20 or less. More information:,,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#-1.,,,,,
"3. The population figures for year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018",,,,,
"postcensal series released by NCHS on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July",,,,,
"1 resident population, from the Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for",,,,,
"year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS",,,,,
"on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the",,,,,
"Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race",,,,,
"estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The",,,,,
"population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal",,,,,
"series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident",,,,,
"population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013. Population figures for 2011 are",,,,,
"bridged-race estimates of the July 1 resident population, from the county-level postcensal Vintage 2011 series released by NCHS",,,,,
"on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population figures for years 2001 - 2009, are",,,,,
"bridged-race estimates of the July 1 resident population, from the revised intercensal county-level 2000 - 2009 series released",,,,,
"by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the",,,,,
1990-1999 intercensal series of July 1 estimates. Population figures for Infant Age Groups are the number of live births.,,,,,
"<br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from previously published reports, due to",,,,,
use of the population estimates which were available at the time of release.,,,,,
4. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the,,,,,
resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group.,,,,,
