Notes,State,State Code,Deaths,Population,Crude Rate
,Alabama,1,454,4863300,9.3
,Alaska,2,45,741894,6.1
,Arizona,4,303,6931071,4.4
,Arkansas,5,182,2988248,6.1
,California,6,1467,39250017,3.7
,Colorado,8,161,5540545,2.9
,Connecticut,9,55,3576452,1.5
,Delaware,10,44,952065,4.6
,District of Columbia,11,98,681170,14.4
,Florida,12,992,20612439,4.8
,Georgia,13,653,10310371,6.3
,Hawaii,15,22,1428557,1.5
,Idaho,16,15,1683140,-1
,Illinois,17,944,12801539,7.4
,Indiana,18,368,6633053,5.5
,Iowa,19,49,3134693,1.6
,Kansas,20,113,2907289,3.9
,Kentucky,21,234,4436974,5.3
,Louisiana,22,526,4681666,11.2
,Maine,23,-1,1331479,-1
,Maryland,24,436,6016447,7.2
,Massachusetts,25,89,6811779,1.3
,Michigan,26,482,9928300,4.9
,Minnesota,27,83,5519952,1.5
,Mississippi,28,282,2988726,9.4
,Missouri,29,464,6093000,7.6
,Montana,30,18,1042520,-1
,Nebraska,31,45,1907116,2.4
,Nevada,32,149,2940058,5.1
,New Hampshire,33,-1,1334795,-1
,New Jersey,34,297,8944469,3.3
,New Mexico,35,113,2081015,5.4
,New York,36,390,19745289,2
,North Carolina,37,558,10146788,5.5
,North Dakota,38,10,757952,-1
,Ohio,39,557,11614373,4.8
,Oklahoma,40,238,3923561,6.1
,Oregon,41,78,4093465,1.9
,Pennsylvania,42,538,12784227,4.2
,Rhode Island,44,13,1056426,-1
,South Carolina,45,335,4961119,6.8
,South Dakota,46,14,865454,-1
,Tennessee,47,434,6651194,6.5
,Texas,48,1222,27862596,4.4
,Utah,49,48,3051217,1.6
,Vermont,50,-1,624594,-1
,Virginia,51,353,8411808,4.2
,Washington,53,146,7288000,2
,West Virginia,54,78,1831102,4.3
,Wisconsin,55,188,5778708,3.3
,Wyoming,56,11,585501,-1
Total,,,14415,323127513,4.5
---,,,,,
"Dataset: Multiple Cause of Death, 1999-2018",,,,,
Query Parameters:,,,,,
UCD - Injury Intent: Homicide,,,,,
UCD - Injury Mechanism & All Other Leading Causes: Firearm,,,,,
Year/Month: 2016,,,,,
Group By: State,,,,,
Show Totals: True,,,,,
Show Zero Values: False,,,,,
Show -1: True,,,,,
"Calculate Rates Per: 100,000",,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,
---,,,,,
Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information.,,,,,
---,,,,,
"Query Date: May 23, 2020 2:28:09 AM",,,,,
---,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death",,,,,
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as",,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,
"at http://wonder.cdc.gov/mcd-icd10.html on May 23, 2020 2:28:09 AM",,,,,
---,,,,,
Caveats:,,,,,
1. Data are -1 when the data meet the criteria for confidentiality constraints. More information:,,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality.,,,,,
2. Death rates are flagged as -1 when the rate is calculated with a numerator of 20 or less. More information:,,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#-1.,,,,,
"3. The population figures for year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018",,,,,
"postcensal series released by NCHS on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July",,,,,
"1 resident population, from the Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for",,,,,
"year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS",,,,,
"on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the",,,,,
"Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race",,,,,
"estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The",,,,,
"population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal",,,,,
"series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident",,,,,
"population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013. Population figures for 2011 are",,,,,
"bridged-race estimates of the July 1 resident population, from the county-level postcensal Vintage 2011 series released by NCHS",,,,,
"on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population figures for years 2001 - 2009, are",,,,,
"bridged-race estimates of the July 1 resident population, from the revised intercensal county-level 2000 - 2009 series released",,,,,
"by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the",,,,,
1990-1999 intercensal series of July 1 estimates. Population figures for Infant Age Groups are the number of live births.,,,,,
"<br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from previously published reports, due to",,,,,
use of the population estimates which were available at the time of release.,,,,,
4. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the,,,,,
resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group.,,,,,
