Notes,State,State Code,Deaths,Population,Crude Rate
,Alabama,1,378,4672840,8.1
,Alaska,2,25,680300,3.7
,Arizona,4,354,6167681,5.7
,Arkansas,5,153,2848650,5.4
,California,6,1701,36250311,4.7
,Colorado,8,91,4803868,1.9
,Connecticut,9,67,3527270,1.9
,Delaware,10,30,871749,3.4
,District of Columbia,11,129,574404,22.5
,Florida,12,935,18367842,5.1
,Georgia,13,557,9349988,6
,Hawaii,15,-1,1315675,-1
,Idaho,16,29,1505105,1.9
,Illinois,17,575,12695866,4.5
,Indiana,18,251,6379599,3.9
,Iowa,19,18,2999212,-1
,Kansas,20,71,2783785,2.6
,Kentucky,21,152,4256672,3.6
,Louisiana,22,488,4375581,11.2
,Maine,23,15,1327040,-1
,Maryland,24,424,5653408,7.5
,Massachusetts,25,115,6431559,1.8
,Michigan,26,506,10001284,5.1
,Minnesota,27,70,5207203,1.3
,Mississippi,28,219,2928350,7.5
,Missouri,29,265,5887612,4.5
,Montana,30,15,964706,-1
,Nebraska,31,43,1783440,2.4
,Nevada,32,131,2601072,5
,New Hampshire,33,-1,1312540,-1
,New Jersey,34,276,8677885,3.2
,New Mexico,35,78,1990070,3.9
,New York,36,522,19132335,2.7
,North Carolina,37,458,9118037,5
,North Dakota,38,-1,652822,-1
,Ohio,39,413,11500468,3.6
,Oklahoma,40,151,3634349,4.2
,Oregon,41,43,3722417,1.2
,Pennsylvania,42,554,12563937,4.4
,Rhode Island,44,13,1057315,-1
,South Carolina,45,255,4444110,5.7
,South Dakota,46,-1,791623,-1
,Tennessee,47,343,6175727,5.6
,Texas,48,1029,23831983,4.3
,Utah,49,40,2597746,1.5
,Vermont,50,-1,623481,-1
,Virginia,51,308,7751000,4
,Washington,53,124,6461587,1.9
,West Virginia,54,46,1834052,2.5
,Wisconsin,55,132,5610775,2.4
,Wyoming,56,-1,534876,-1
Total,,,12632,301231207,4.2
---,,,,,
"Dataset: Multiple Cause of Death, 1999-2018",,,,,
Query Parameters:,,,,,
UCD - Injury Intent: Homicide,,,,,
UCD - Injury Mechanism & All Other Leading Causes: Firearm,,,,,
Year/Month: 2007,,,,,
Group By: State,,,,,
Show Totals: True,,,,,
Show Zero Values: False,,,,,
Show -1: True,,,,,
"Calculate Rates Per: 100,000",,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,
---,,,,,
Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information.,,,,,
---,,,,,
"Query Date: May 23, 2020 2:25:10 AM",,,,,
---,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death",,,,,
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as",,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,
"at http://wonder.cdc.gov/mcd-icd10.html on May 23, 2020 2:25:10 AM",,,,,
---,,,,,
Caveats:,,,,,
1. Data are -1 when the data meet the criteria for confidentiality constraints. More information:,,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality.,,,,,
2. Death rates are flagged as -1 when the rate is calculated with a numerator of 20 or less. More information:,,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#-1.,,,,,
"3. The population figures for year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018",,,,,
"postcensal series released by NCHS on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July",,,,,
"1 resident population, from the Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for",,,,,
"year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS",,,,,
"on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the",,,,,
"Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race",,,,,
"estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The",,,,,
"population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal",,,,,
"series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident",,,,,
"population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013. Population figures for 2011 are",,,,,
"bridged-race estimates of the July 1 resident population, from the county-level postcensal Vintage 2011 series released by NCHS",,,,,
"on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population figures for years 2001 - 2009, are",,,,,
"bridged-race estimates of the July 1 resident population, from the revised intercensal county-level 2000 - 2009 series released",,,,,
"by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the",,,,,
1990-1999 intercensal series of July 1 estimates. Population figures for Infant Age Groups are the number of live births.,,,,,
"<br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from previously published reports, due to",,,,,
use of the population estimates which were available at the time of release.,,,,,
4. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the,,,,,
resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group.,,,,,
