Notes,State,State Code,Deaths,Population,Crude Rate
,Alabama,1,322,4503491,7.2
,Alaska,2,32,648414,4.9
,Arizona,4,324,5510364,5.9
,Arkansas,5,123,2724816,4.5
,California,6,1782,35253159,5.1
,Colorado,8,117,4528732,2.6
,Connecticut,9,56,3484336,1.6
,Delaware,10,18,818003,-1
,District of Columbia,11,156,568502,27.4
,Florida,12,660,17004085,3.9
,Georgia,13,493,8622793,5.7
,Hawaii,15,10,1251154,-1
,Idaho,16,19,1363380,-1
,Illinois,17,696,12556006,5.5
,Indiana,18,247,6196638,4
,Iowa,19,24,2941999,0.8
,Kansas,20,78,2723004,2.9
,Kentucky,21,115,4117170,2.8
,Louisiana,22,473,4521042,10.5
,Maine,23,-1,1306513,-1
,Maryland,24,394,5496269,7.2
,Massachusetts,25,78,6422565,1.2
,Michigan,26,477,10041152,4.8
,Minnesota,27,75,5053572,1.5
,Mississippi,28,201,2868312,7
,Missouri,29,219,5709403,3.8
,Montana,30,20,919630,2.2
,Nebraska,31,31,1738643,1.8
,Nevada,32,114,2248850,5.1
,New Hampshire,33,-1,1279840,-1
,New Jersey,34,257,8601402,3
,New Mexico,35,87,1877574,4.6
,New York,36,589,19175939,3.1
,North Carolina,37,396,8422501,4.7
,North Dakota,38,12,638817,-1
,Ohio,39,321,11434788,2.8
,Oklahoma,40,139,3504892,4
,Oregon,41,52,3547376,1.5
,Pennsylvania,42,467,12374658,3.8
,Rhode Island,44,21,1071342,2
,South Carolina,45,236,4150297,5.7
,South Dakota,46,-1,763729,-1
,Tennessee,47,299,5847812,5.1
,Texas,48,974,22030931,4.4
,Utah,49,37,2360137,1.6
,Vermont,50,-1,617858,-1
,Virginia,51,336,7366977,4.6
,Washington,53,111,6104115,1.8
,West Virginia,54,60,1812295,3.3
,Wisconsin,55,140,5479203,2.6
,Wyoming,56,-1,503453,-1
Total,,,11920,290107933,4.1
---,,,,,
"Dataset: Multiple Cause of Death, 1999-2018",,,,,
Query Parameters:,,,,,
UCD - Injury Intent: Homicide,,,,,
UCD - Injury Mechanism & All Other Leading Causes: Firearm,,,,,
Year/Month: 2003,,,,,
Group By: State,,,,,
Show Totals: True,,,,,
Show Zero Values: False,,,,,
Show -1: True,,,,,
"Calculate Rates Per: 100,000",,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,
---,,,,,
Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information.,,,,,
---,,,,,
"Query Date: May 23, 2020 2:23:14 AM",,,,,
---,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death",,,,,
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as",,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,
"at http://wonder.cdc.gov/mcd-icd10.html on May 23, 2020 2:23:14 AM",,,,,
---,,,,,
Caveats:,,,,,
1. Data are -1 when the data meet the criteria for confidentiality constraints. More information:,,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality.,,,,,
2. Death rates are flagged as -1 when the rate is calculated with a numerator of 20 or less. More information:,,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#-1.,,,,,
"3. The population figures for year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018",,,,,
"postcensal series released by NCHS on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July",,,,,
"1 resident population, from the Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for",,,,,
"year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS",,,,,
"on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the",,,,,
"Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race",,,,,
"estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The",,,,,
"population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal",,,,,
"series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident",,,,,
"population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013. Population figures for 2011 are",,,,,
"bridged-race estimates of the July 1 resident population, from the county-level postcensal Vintage 2011 series released by NCHS",,,,,
"on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population figures for years 2001 - 2009, are",,,,,
"bridged-race estimates of the July 1 resident population, from the revised intercensal county-level 2000 - 2009 series released",,,,,
"by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the",,,,,
1990-1999 intercensal series of July 1 estimates. Population figures for Infant Age Groups are the number of live births.,,,,,
"<br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from previously published reports, due to",,,,,
use of the population estimates which were available at the time of release.,,,,,
4. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the,,,,,
resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group.,,,,,
