Notes,State,State Code,Deaths,Population,Crude Rate
,Alabama,1,302,4467634,6.8
,Alaska,2,25,633714,3.9
,Arizona,4,332,5273477,6.3
,Arkansas,5,110,2691571,4.1
,California,6,1589,34479458,4.6
,Colorado,8,98,4425687,2.2
,Connecticut,9,72,3432835,2.1
,Delaware,10,19,795699,-1
,District of Columbia,11,141,574504,24.5
,Florida,12,573,16356966,3.5
,Georgia,13,454,8377038,5.4
,Hawaii,15,-1,1225948,-1
,Idaho,16,25,1319962,1.9
,Illinois,17,747,12488445,6
,Indiana,18,290,6127760,4.7
,Iowa,19,24,2931997,0.8
,Kansas,20,91,2702162,3.4
,Kentucky,21,138,4068132,3.4
,Louisiana,22,400,4477875,8.9
,Maine,23,-1,1285692,-1
,Maryland,24,363,5374691,6.8
,Massachusetts,25,80,6397634,1.3
,Michigan,26,499,9991120,5
,Minnesota,27,68,4982796,1.4
,Mississippi,28,224,2852994,7.9
,Missouri,29,275,5641142,4.9
,Montana,30,20,906961,2.2
,Nebraska,31,21,1719836,1.2
,Nevada,32,109,2098399,5.2
,New Hampshire,33,-1,1255517,-1
,New Jersey,34,185,8492671,2.2
,New Mexico,35,67,1831690,3.7
,New York,36,583,19082838,3.1
,North Carolina,37,418,8210122,5.1
,North Dakota,38,-1,639062,-1
,Ohio,39,316,11387404,2.8
,Oklahoma,40,126,3467100,3.6
,Oregon,41,47,3467937,1.4
,Pennsylvania,42,444,12298970,3.6
,Rhode Island,44,20,1057142,1.9
,South Carolina,45,228,4064995,5.6
,South Dakota,46,-1,757972,-1
,Tennessee,47,307,5750789,5.3
,Texas,48,873,21319622,4.1
,Utah,49,40,2283715,1.8
,Vermont,50,-1,612223,-1
,Virginia,51,275,7198362,3.8
,Washington,53,106,5985722,1.8
,West Virginia,54,38,1801481,2.1
,Wisconsin,55,134,5406835,2.5
,Wyoming,56,-1,494657,-1
Total,,,11348,284968955,4
---,,,,,
"Dataset: Multiple Cause of Death, 1999-2018",,,,,
Query Parameters:,,,,,
UCD - Injury Intent: Homicide,,,,,
UCD - Injury Mechanism & All Other Leading Causes: Firearm,,,,,
Year/Month: 2001,,,,,
Group By: State,,,,,
Show Totals: True,,,,,
Show Zero Values: False,,,,,
Show -1: True,,,,,
"Calculate Rates Per: 100,000",,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,
---,,,,,
Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information.,,,,,
---,,,,,
"Query Date: May 23, 2020 2:22:30 AM",,,,,
---,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death",,,,,
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as",,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,
"at http://wonder.cdc.gov/mcd-icd10.html on May 23, 2020 2:22:30 AM",,,,,
---,,,,,
Caveats:,,,,,
"1. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other",,,,,
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in",,,,,
interpreting these data. More information: http://wonder.cdc.gov/wonder/help/mcd.html#California-Reporting-Anomalies.,,,,,
2. Data are -1 when the data meet the criteria for confidentiality constraints. More information:,,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality.,,,,,
3. Death rates are flagged as -1 when the rate is calculated with a numerator of 20 or less. More information:,,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#-1.,,,,,
"4. The population figures for year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018",,,,,
"postcensal series released by NCHS on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July",,,,,
"1 resident population, from the Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for",,,,,
"year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS",,,,,
"on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the",,,,,
"Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race",,,,,
"estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The",,,,,
"population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal",,,,,
"series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident",,,,,
"population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013. Population figures for 2011 are",,,,,
"bridged-race estimates of the July 1 resident population, from the county-level postcensal Vintage 2011 series released by NCHS",,,,,
"on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population figures for years 2001 - 2009, are",,,,,
"bridged-race estimates of the July 1 resident population, from the revised intercensal county-level 2000 - 2009 series released",,,,,
"by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the",,,,,
1990-1999 intercensal series of July 1 estimates. Population figures for Infant Age Groups are the number of live births.,,,,,
"<br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from previously published reports, due to",,,,,
use of the population estimates which were available at the time of release.,,,,,
5. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the,,,,,
resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group.,,,,,
