Notes,State,State Code,Deaths,Population,Crude Rate
,Alabama,1,766,4447100,17.2
,Alaska,2,116,626932,18.5
,Arizona,4,796,5130632,15.5
,Arkansas,5,416,2673400,15.6
,California,6,3108,33871648,9.2
,Colorado,8,443,4301261,10.3
,Connecticut,9,179,3405565,5.3
,Delaware,10,52,783600,6.6
,District of Columbia,11,149,572059,26
,Florida,12,1692,15982378,10.6
,Georgia,13,1096,8186453,13.4
,Hawaii,15,52,1211537,4.3
,Idaho,16,127,1293953,9.8
,Illinois,17,1130,12419293,9.1
,Indiana,18,666,6080485,11
,Iowa,19,190,2926324,6.5
,Kansas,20,299,2688418,11.1
,Kentucky,21,542,4041769,13.4
,Louisiana,22,790,4468976,17.7
,Maine,23,112,1274923,8.8
,Maryland,24,617,5296486,11.6
,Massachusetts,25,176,6349097,2.8
,Michigan,26,1071,9938444,10.8
,Minnesota,27,312,4919479,6.3
,Mississippi,28,471,2844658,16.6
,Missouri,29,742,5595211,13.3
,Montana,30,134,902195,14.9
,Nebraska,31,168,1711263,9.8
,Nevada,32,341,1998257,17.1
,New Hampshire,33,79,1235786,6.4
,New Jersey,34,341,8414350,4.1
,New Mexico,35,291,1819046,16
,New York,36,1093,18976457,5.8
,North Carolina,37,1113,8049313,13.8
,North Dakota,38,43,642200,6.7
,Ohio,39,890,11353140,7.8
,Oklahoma,40,454,3450654,13.2
,Oregon,41,378,3421399,11
,Pennsylvania,42,1256,12281054,10.2
,Rhode Island,44,54,1048319,5.2
,South Carolina,45,499,4012012,12.4
,South Dakota,46,56,754844,7.4
,Tennessee,47,898,5689283,15.8
,Texas,48,2168,20851820,10.4
,Utah,49,193,2233169,8.6
,Vermont,50,55,608827,9
,Virginia,51,794,7078515,11.2
,Washington,53,523,5894121,8.9
,West Virginia,54,242,1808344,13.4
,Wisconsin,55,432,5363675,8.1
,Wyoming,56,58,493782,11.7
Total,,,28663,281421906,10.2
---,,,,,
"Dataset: Multiple Cause of Death, 1999-2018",,,,,
Query Parameters:,,,,,
UCD - Injury Mechanism & All Other Leading Causes: Firearm,,,,,
Year/Month: 2000,,,,,
Group By: State,,,,,
Show Totals: True,,,,,
Show Zero Values: False,,,,,
Show Suppressed: True,,,,,
"Calculate Rates Per: 100,000",,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,
---,,,,,
Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information.,,,,,
---,,,,,
"Query Date: May 22, 2020 6:21:00 PM",,,,,
---,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death",,,,,
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as",,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,
"at http://wonder.cdc.gov/mcd-icd10.html on May 22, 2020 6:21:00 PM",,,,,
---,,,,,
Caveats:,,,,,
"1. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other",,,,,
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in",,,,,
interpreting these data. More information: http://wonder.cdc.gov/wonder/help/mcd.html#California-Reporting-Anomalies.,,,,,
"2. The population figures for year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018",,,,,
"postcensal series released by NCHS on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July",,,,,
"1 resident population, from the Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for",,,,,
"year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS",,,,,
"on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the",,,,,
"Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race",,,,,
"estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The",,,,,
"population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal",,,,,
"series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident",,,,,
"population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013. Population figures for 2011 are",,,,,
"bridged-race estimates of the July 1 resident population, from the county-level postcensal Vintage 2011 series released by NCHS",,,,,
"on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population figures for years 2001 - 2009, are",,,,,
"bridged-race estimates of the July 1 resident population, from the revised intercensal county-level 2000 - 2009 series released",,,,,
"by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the",,,,,
1990-1999 intercensal series of July 1 estimates. Population figures for Infant Age Groups are the number of live births.,,,,,
"<br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from previously published reports, due to",,,,,
use of the population estimates which were available at the time of release.,,,,,
3. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the,,,,,
resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group.,,,,,
