Notes,State,State Code,Deaths,Population,Crude Rate
,Alabama,1,765,4503491,17
,Alaska,2,120,648414,18.5
,Arizona,4,849,5510364,15.4
,Arkansas,5,413,2724816,15.2
,California,6,3468,35253159,9.8
,Colorado,8,501,4528732,11.1
,Connecticut,9,153,3484336,4.4
,Delaware,10,65,818003,7.9
,District of Columbia,11,167,568502,29.4
,Florida,12,1940,17004085,11.4
,Georgia,13,1173,8622793,13.6
,Hawaii,15,37,1251154,3
,Idaho,16,164,1363380,12
,Illinois,17,1146,12556006,9.1
,Indiana,18,696,6196638,11.2
,Iowa,19,208,2941999,7.1
,Kansas,20,304,2723004,11.2
,Kentucky,21,560,4117170,13.6
,Louisiana,22,847,4521042,18.7
,Maine,23,82,1306513,6.3
,Maryland,24,648,5496269,11.8
,Massachusetts,25,204,6422565,3.2
,Michigan,26,1030,10041152,10.3
,Minnesota,27,332,5053572,6.6
,Mississippi,28,477,2868312,16.6
,Missouri,29,657,5709403,11.5
,Montana,30,145,919630,15.8
,Nebraska,31,134,1738643,7.7
,Nevada,32,374,2248850,16.6
,New Hampshire,33,89,1279840,7
,New Jersey,34,458,8601402,5.3
,New Mexico,35,326,1877574,17.4
,New York,36,1034,19175939,5.4
,North Carolina,37,1055,8422501,12.5
,North Dakota,38,58,638817,9.1
,Ohio,39,934,11434788,8.2
,Oklahoma,40,449,3504892,12.8
,Oregon,41,395,3547376,11.1
,Pennsylvania,42,1230,12374658,9.9
,Rhode Island,44,35,1071342,3.3
,South Carolina,45,593,4150297,14.3
,South Dakota,46,76,763729,10
,Tennessee,47,837,5847812,14.3
,Texas,48,2432,22030931,11
,Utah,49,230,2360137,9.7
,Vermont,50,48,617858,7.8
,Virginia,51,811,7366977,11
,Washington,53,565,6104115,9.3
,West Virginia,54,265,1812295,14.6
,Wisconsin,55,468,5479203,8.5
,Wyoming,56,89,503453,17.7
Total,,,30136,290107933,10.4
---,,,,,
"Dataset: Multiple Cause of Death, 1999-2018",,,,,
Query Parameters:,,,,,
UCD - Injury Mechanism & All Other Leading Causes: Firearm,,,,,
Year/Month: 2003,,,,,
Group By: State,,,,,
Show Totals: True,,,,,
Show Zero Values: False,,,,,
Show Suppressed: True,,,,,
"Calculate Rates Per: 100,000",,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,
---,,,,,
Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information.,,,,,
---,,,,,
"Query Date: May 22, 2020 6:22:09 PM",,,,,
---,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death",,,,,
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as",,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,
"at http://wonder.cdc.gov/mcd-icd10.html on May 22, 2020 6:22:09 PM",,,,,
---,,,,,
Caveats:,,,,,
"1. The population figures for year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018",,,,,
"postcensal series released by NCHS on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July",,,,,
"1 resident population, from the Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for",,,,,
"year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS",,,,,
"on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the",,,,,
"Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race",,,,,
"estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The",,,,,
"population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal",,,,,
"series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident",,,,,
"population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013. Population figures for 2011 are",,,,,
"bridged-race estimates of the July 1 resident population, from the county-level postcensal Vintage 2011 series released by NCHS",,,,,
"on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population figures for years 2001 - 2009, are",,,,,
"bridged-race estimates of the July 1 resident population, from the revised intercensal county-level 2000 - 2009 series released",,,,,
"by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the",,,,,
1990-1999 intercensal series of July 1 estimates. Population figures for Infant Age Groups are the number of live births.,,,,,
"<br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from previously published reports, due to",,,,,
use of the population estimates which were available at the time of release.,,,,,
2. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the,,,,,
resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group.,,,,,
