Notes,State,State Code,Deaths,Population,Crude Rate
,Alabama,1,820,4718206,17.4
,Alaska,2,142,687455,20.7
,Arizona,4,907,6280362,14.4
,Arkansas,5,444,2874554,15.4
,California,6,3171,36604337,8.7
,Colorado,8,513,4889730,10.5
,Connecticut,9,200,3545579,5.6
,Delaware,10,95,883874,10.7
,District of Columbia,11,137,580236,23.6
,Florida,12,2334,18527305,12.6
,Georgia,13,1177,9504843,12.4
,Hawaii,15,41,1332213,3.1
,Idaho,16,175,1534320,11.4
,Illinois,17,1105,12747038,8.7
,Indiana,18,723,6424806,11.3
,Iowa,19,224,3016734,7.4
,Kansas,20,277,2808076,9.9
,Kentucky,21,576,4289878,13.4
,Louisiana,22,822,4435586,18.5
,Maine,23,122,1330509,9.2
,Maryland,24,665,5684965,11.7
,Massachusetts,25,224,6468967,3.5
,Michigan,26,1081,9946889,10.9
,Minnesota,27,371,5247018,7.1
,Mississippi,28,568,2947806,19.3
,Missouri,29,818,5923916,13.8
,Montana,30,155,976415,15.9
,Nebraska,31,150,1796378,8.4
,Nevada,32,404,2653630,15.2
,New Hampshire,33,93,1315906,7.1
,New Jersey,34,429,8711090,4.9
,New Mexico,35,294,2010662,14.6
,New York,36,963,19212436,5
,North Carolina,37,1160,9309449,12.5
,North Dakota,38,59,657569,9
,Ohio,39,1115,11515391,9.7
,Oklahoma,40,513,3668976,14
,Oregon,41,385,3768748,10.2
,Pennsylvania,42,1345,12612285,10.7
,Rhode Island,44,44,1055003,4.2
,South Carolina,45,615,4528996,13.6
,South Dakota,46,83,799124,10.4
,Tennessee,47,985,6247411,15.8
,Texas,48,2598,24309039,10.7
,Utah,49,238,2663029,8.9
,Vermont,50,54,624151,8.7
,Virginia,51,817,7833496,10.4
,Washington,53,587,6562231,8.9
,West Virginia,54,239,1840310,13
,Wisconsin,55,443,5640996,7.9
,Wyoming,56,93,546043,17
Total,,,31593,304093966,10.4
---,,,,,
"Dataset: Multiple Cause of Death, 1999-2018",,,,,
Query Parameters:,,,,,
UCD - Injury Mechanism & All Other Leading Causes: Firearm,,,,,
Year/Month: 2008,,,,,
Group By: State,,,,,
Show Totals: True,,,,,
Show Zero Values: False,,,,,
Show Suppressed: True,,,,,
"Calculate Rates Per: 100,000",,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,
---,,,,,
Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information.,,,,,
---,,,,,
"Query Date: May 22, 2020 6:24:47 PM",,,,,
---,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death",,,,,
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as",,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,
"at http://wonder.cdc.gov/mcd-icd10.html on May 22, 2020 6:24:47 PM",,,,,
---,,,,,
Caveats:,,,,,
1. Circumstances in Georgia for the years 2008 and 2009 have resulted in unusually high death counts for the ICD-10 cause of,,,,,
"death code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data.",,,,,
More information: http://wonder.cdc.gov/wonder/help/mcd.html#Georgia-Reporting-Anomalies.,,,,,
"2. The population figures for year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018",,,,,
"postcensal series released by NCHS on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July",,,,,
"1 resident population, from the Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for",,,,,
"year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS",,,,,
"on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the",,,,,
"Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race",,,,,
"estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The",,,,,
"population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal",,,,,
"series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident",,,,,
"population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013. Population figures for 2011 are",,,,,
"bridged-race estimates of the July 1 resident population, from the county-level postcensal Vintage 2011 series released by NCHS",,,,,
"on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population figures for years 2001 - 2009, are",,,,,
"bridged-race estimates of the July 1 resident population, from the revised intercensal county-level 2000 - 2009 series released",,,,,
"by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the",,,,,
1990-1999 intercensal series of July 1 estimates. Population figures for Infant Age Groups are the number of live births.,,,,,
"<br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from previously published reports, due to",,,,,
use of the population estimates which were available at the time of release.,,,,,
3. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the,,,,,
resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group.,,,,,
