Notes,State,State Code,Deaths,Population,Crude Rate
,Alabama,1,790,4430141,17.8
,Alaska,2,88,624779,14.1
,Arizona,4,822,5023823,16.4
,Arkansas,5,388,2651860,14.6
,California,6,3054,33499204,9.1
,Colorado,8,452,4226018,10.7
,Connecticut,9,199,3386401,5.9
,Delaware,10,68,774990,8.8
,District of Columbia,11,163,570213,28.6
,Florida,12,1721,15759421,10.9
,Georgia,13,1105,8045965,13.7
,Hawaii,15,42,1210300,3.5
,Idaho,16,151,1275674,11.8
,Illinois,17,1209,12359020,9.8
,Indiana,18,680,6044969,11.2
,Iowa,19,202,2917634,6.9
,Kansas,20,269,2678338,10
,Kentucky,21,525,4018053,13.1
,Louisiana,22,779,4460811,17.5
,Maine,23,113,1266808,8.9
,Maryland,24,657,5254509,12.5
,Massachusetts,25,195,6317345,3.1
,Michigan,26,1085,9897116,11
,Minnesota,27,296,4873481,6.1
,Mississippi,28,515,2828408,18.2
,Missouri,29,711,5561948,12.8
,Montana,30,123,897507,13.7
,Nebraska,31,146,1704764,8.6
,Nevada,32,375,1934718,19.4
,New Hampshire,33,71,1222014,5.8
,New Jersey,34,366,8359592,4.4
,New Mexico,35,290,1808082,16
,New York,36,1016,18882725,5.4
,North Carolina,37,1057,7949361,13.3
,North Dakota,38,49,644259,7.6
,Ohio,39,939,11335454,8.3
,Oklahoma,40,509,3437147,14.8
,Oregon,41,389,3393941,11.5
,Pennsylvania,42,1190,12263805,9.7
,Rhode Island,44,56,1040402,5.4
,South Carolina,45,552,3974682,13.9
,South Dakota,46,73,750412,9.7
,Tennessee,47,848,5638706,15
,Texas,48,2117,20558220,10.3
,Utah,49,192,2203482,8.7
,Vermont,50,57,604683,9.4
,Virginia,51,823,7000174,11.8
,Washington,53,585,5842564,10
,West Virginia,54,250,1811799,13.8
,Wisconsin,55,448,5332666,8.4
,Wyoming,56,74,491780,15
Total,,,28874,279040168,10.3
---,,,,,
"Dataset: Multiple Cause of Death, 1999-2018",,,,,
Query Parameters:,,,,,
UCD - Injury Mechanism & All Other Leading Causes: Firearm,,,,,
Year/Month: 1999,,,,,
Group By: State,,,,,
Show Totals: True,,,,,
Show Zero Values: False,,,,,
Show Suppressed: True,,,,,
"Calculate Rates Per: 100,000",,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,
---,,,,,
Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information.,,,,,
---,,,,,
"Query Date: May 22, 2020 6:19:48 PM",,,,,
---,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death",,,,,
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as",,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,
"at http://wonder.cdc.gov/mcd-icd10.html on May 22, 2020 6:19:48 PM",,,,,
---,,,,,
Caveats:,,,,,
"1. The population figures for year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018",,,,,
"postcensal series released by NCHS on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July",,,,,
"1 resident population, from the Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for",,,,,
"year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS",,,,,
"on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the",,,,,
"Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race",,,,,
"estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The",,,,,
"population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal",,,,,
"series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident",,,,,
"population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013. Population figures for 2011 are",,,,,
"bridged-race estimates of the July 1 resident population, from the county-level postcensal Vintage 2011 series released by NCHS",,,,,
"on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population figures for years 2001 - 2009, are",,,,,
"bridged-race estimates of the July 1 resident population, from the revised intercensal county-level 2000 - 2009 series released",,,,,
"by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the",,,,,
1990-1999 intercensal series of July 1 estimates. Population figures for Infant Age Groups are the number of live births.,,,,,
"<br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from previously published reports, due to",,,,,
use of the population estimates which were available at the time of release.,,,,,
2. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the,,,,,
resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group.,,,,,
