Notes,State,State Code,Deaths,Population,Crude Rate
,Alabama,1,1124,4874747,23.1
,Alaska,2,180,739795,24.3
,Arizona,4,1134,7016270,16.2
,Arkansas,5,613,3004279,20.4
,California,6,3184,39536653,8.1
,Colorado,8,779,5607154,13.9
,Connecticut,9,188,3588184,5.2
,Delaware,10,111,961939,11.5
,District of Columbia,11,100,693972,14.4
,Florida,12,2724,20984400,13
,Georgia,13,1623,10429379,15.6
,Hawaii,15,39,1427538,2.7
,Idaho,16,280,1716943,16.3
,Illinois,17,1543,12802023,12.1
,Indiana,18,1016,6666818,15.2
,Iowa,19,293,3145711,9.3
,Kansas,20,466,2913123,16
,Kentucky,21,730,4454189,16.4
,Louisiana,22,1008,4684333,21.5
,Maine,23,172,1335907,12.9
,Maryland,24,742,6052177,12.3
,Massachusetts,25,262,6859819,3.8
,Michigan,26,1138,9962311,11.4
,Minnesota,27,465,5576606,8.3
,Mississippi,28,632,2984100,21.2
,Missouri,29,1307,6113532,21.4
,Montana,30,244,1050493,23.2
,Nebraska,31,160,1920076,8.3
,Nevada,32,508,2998039,16.9
,New Hampshire,33,146,1342795,10.9
,New Jersey,34,478,9005644,5.3
,New Mexico,35,394,2088070,18.9
,New York,36,772,19849399,3.9
,North Carolina,37,1430,10273419,13.9
,North Dakota,38,103,755393,13.6
,Ohio,39,1589,11658609,13.6
,Oklahoma,40,681,3930864,17.3
,Oregon,41,528,4142776,12.7
,Pennsylvania,42,1636,12805537,12.8
,Rhode Island,44,43,1059639,4.1
,South Carolina,45,893,5024369,17.8
,South Dakota,46,101,869666,11.6
,Tennessee,47,1246,6715984,18.6
,Texas,48,3513,28304596,12.4
,Utah,49,410,3101833,13.2
,Vermont,50,70,623657,11.2
,Virginia,51,1041,8470020,12.3
,Washington,53,849,7405743,11.5
,West Virginia,54,348,1815857,19.2
,Wisconsin,55,624,5795483,10.8
,Wyoming,56,113,579315,19.5
Total,,,39773,325719178,12.2
---,,,,,
"Dataset: Multiple Cause of Death, 1999-2018",,,,,
Query Parameters:,,,,,
UCD - Injury Mechanism & All Other Leading Causes: Firearm,,,,,
Year/Month: 2017,,,,,
Group By: State,,,,,
Show Totals: True,,,,,
Show Zero Values: False,,,,,
Show Suppressed: True,,,,,
"Calculate Rates Per: 100,000",,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,
---,,,,,
Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information.,,,,,
---,,,,,
"Query Date: May 22, 2020 6:28:06 PM",,,,,
---,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death",,,,,
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as",,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,
"at http://wonder.cdc.gov/mcd-icd10.html on May 22, 2020 6:28:06 PM",,,,,
---,,,,,
Caveats:,,,,,
"1. The population figures for year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018",,,,,
"postcensal series released by NCHS on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July",,,,,
"1 resident population, from the Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for",,,,,
"year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS",,,,,
"on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the",,,,,
"Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race",,,,,
"estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The",,,,,
"population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal",,,,,
"series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident",,,,,
"population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013. Population figures for 2011 are",,,,,
"bridged-race estimates of the July 1 resident population, from the county-level postcensal Vintage 2011 series released by NCHS",,,,,
"on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population figures for years 2001 - 2009, are",,,,,
"bridged-race estimates of the July 1 resident population, from the revised intercensal county-level 2000 - 2009 series released",,,,,
"by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the",,,,,
1990-1999 intercensal series of July 1 estimates. Population figures for Infant Age Groups are the number of live births.,,,,,
"<br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from previously published reports, due to",,,,,
use of the population estimates which were available at the time of release.,,,,,
2. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the,,,,,
resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group.,,,,,
